"","X","Name","Position","College","DraftYear","Team","DraftRound","PickNumber","PlayerID","Games","AvgValue","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","ProBowls","AllPros"
"480",3133,"Mike Smith","LB",NA,2005,"BAL",7,234,"SmitMi22",14,1,1.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",3137,"Ronald Powell","LB","Florida",2014,"NO",5,169,"PoweRo01",14,1,1.142857143,75.125,237,NA,4.65,21,35.5,113,NA,NA,NA,NA
"482",3143,"Tyreo Harrison","LB","Notre Dame",2002,"PHI",6,198,"HarrTy20",14,1,1.142857143,74,238,NA,4.88,NA,40,114,NA,7.24,NA,NA
"483",3163,"Emeke Egbule","LB",NA,2019,"LAC",6,200,"EgbuEm00",15,1,1.066666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",3165,"Jason Williams","LB","Western Illinois",2009,"DAL",3,69,"WillJa95",60,4,1.066666667,73,241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",3172,"Justin Hollins","LB",NA,2019,"DEN",5,156,"HollJu00",15,1,1.066666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",3174,"Marquis Haynes","LB","Mississippi",2018,"CAR",4,136,"HaynMa01",15,1,1.066666667,74.375,235,NA,4.67,23,32,123,4.45,7.14,NA,NA
"487",3177,"Quincy Monk","LB","North Carolina",2002,"NYG",7,245,"MonkQu20",15,1,1.066666667,75.4,250,NA,4.8,26,33.5,112,4.38,7.46,NA,NA
"488",3178,"Sean Tufts","LB","Colorado",2004,"CAR",6,196,"TuftSe20",15,1,1.066666667,76.1,242,NA,4.66,21,34.5,118,3.94,6.94,NA,NA
"489",3182,"Thomas Williams","LB","Southern California",2008,"JAX",5,155,"WillTh99",15,1,1.066666667,72.875,238,NA,4.89,26,29.5,113,NA,NA,NA,NA
"490",3183,"Tyrone Holmes","LB","Montana",2016,"JAX",6,181,"HolmTy01",15,1,1.066666667,74.25,253,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",3191,"Joel Iyiegbuniwe","LB","Western Kentucky",2018,"CHI",4,115,"IyieJo00",31,2,1.032258065,73.375,229,NA,4.6,19,35,117,4.28,7.06,NA,NA
"492",3195,"Peter Kalambayi","LB","Stanford",2018,"HOU",6,214,"KalaPe00",31,2,1.032258065,74.625,252,NA,4.57,19,34,121,4.36,7.13,NA,NA
"493",3200,"Tank Carder","LB","Texas Christian",2012,"BUF",5,147,"CardTa00",78,5,1.025641026,74.375,236,NA,4.58,19,34.5,121,4.18,6.89,NA,NA
"494",3208,"Arthur Brown","LB","Kansas State",2013,"BAL",2,56,"BrowAr00",48,3,1,72.375,241,20,4.62,NA,NA,116,NA,NA,NA,NA
"495",3209,"Ben Banogu","LB",NA,2019,"IND",2,49,"BanoBe00",16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",3210,"Ben Burr-Kirven","LB",NA,2019,"SEA",5,142,"BurrBe00",16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",3213,"Dexter Davis","LB","Arizona State",2010,"SEA",7,236,"DaviDe99",16,1,1,73.5,244,NA,4.62,25,35,109,4.3,7.08,NA,NA
"498",3218,"Hilee Taylor","LB","North Carolina",2008,"CAR",7,221,"TaylHi99",16,1,1,74.625,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",3225,"Justin Rogers","LB",NA,2007,"NE",6,180,"RogeJu99",32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",3226,"Khalid Abdullah","LB","Mars Hill (NC)",2003,"CIN",5,136,"AbduKh20",16,1,1,74.1,227,NA,4.63,26,36.5,126,4.17,7.13,NA,NA
"501",3228,"Lamin Barrow","LB","Louisiana State",2014,"DEN",5,156,"BarrLa00",32,2,1,73.375,237,NA,4.64,22,35,123,4.35,7.24,NA,NA
"502",3231,"Micah Kiser","LB","Virginia",2018,"LAR",5,147,"KiseMi00",16,1,1,72.375,238,NA,4.66,NA,35.5,121,4.24,7.05,NA,NA
"503",3234,"Nick Speegle","LB","New Mexico",2005,"CLE",6,176,"SpeeNi20",16,1,1,77.125,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",3235,"Paul Dawson","LB","Texas Christian",2015,"CIN",3,99,"DawsPa00",16,1,1,72.125,235,20,4.93,21,28,109,4.49,NA,NA,NA
"505",3236,"Riall Johnson","LB",NA,2001,"CIN",6,168,"JohnRi20",32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",3238,"Travin Howard","LB",NA,2018,"LAR",7,231,"HowaTr00",16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",3239,"Travis Goethel","LB","Arizona State",2010,"OAK",6,190,"GoetTr99",16,1,1,74.5,240,NA,4.81,21,35,111,4.54,6.93,NA,NA
"508",3241,"Ty Summers","LB","Texas Christian",2019,"GB",7,226,"SummTy00",16,1,1,73.375,241,NA,4.51,27,36,123,NA,NA,NA,NA
"509",3246,"Robert Reynolds","LB","Ohio State",2004,"TEN",5,165,"ReynRo20",33,2,0.96969697,75.5,251,NA,4.79,18,32.5,116,3.94,7.17,NA,NA
"510",3258,"Jorge Cordova","LB","Nevada",2004,"JAX",3,86,"CordJo20",17,1,0.941176471,74,237,NA,4.68,22,35.5,NA,4.17,7.28,NA,NA
"511",3259,"Joshua Perry","LB","Ohio State",2016,"SD",4,102,"PerrJo01",17,1,0.941176471,75.75,254,NA,4.68,20,33.5,124,NA,NA,NA,NA
"512",3273,"Abdul Hodge","LB","Iowa",2006,"GB",3,67,"HodgAb20",35,2,0.914285714,72.38,236,NA,4.82,NA,31,108,4.3,7.09,NA,NA
"513",3279,"Marcus Smith","LB",NA,2014,"PHI",1,26,"SmitMa03",53,3,0.905660377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",3293,"Terry Pierce","LB","Kansas State",2003,"DEN",2,51,"PierTe20",18,1,0.888888889,73.4,251,NA,4.7,28,27.5,NA,NA,NA,NA,NA
"515",3299,"Andre Smith","LB","North Carolina",2018,"CAR",7,234,"SmitAn04",19,1,0.842105263,71.625,237,NA,4.63,19,NA,NA,NA,NA,NA,NA
"516",3302,"Robert James","LB","Arizona State",2008,"ATL",5,138,"JameRo99",19,1,0.842105263,70.5,219,NA,NA,22,NA,NA,NA,NA,NA,NA
"517",3305,"Tyrone McKenzie","LB","South Florida",2009,"NE",3,97,"McKeTy99",19,1,0.842105263,73.625,243,NA,4.76,27,NA,112,NA,NA,NA,NA
"518",3309,"Wesly Mallard","LB",NA,2002,"NYG",6,188,"MallWe20",59,3,0.813559322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",3315,"Devante Downs","LB","California",2018,"MIN",7,225,"DownDe00",20,1,0.8,74.375,252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",3343,"Boomer Grigsby","LB","Illinois State",2005,"KC",5,138,"GrigBo20",45,2,0.711111111,71.75,249,NA,4.6,32,35.5,112,NA,7.1,NA,NA
"521",3348,"Chad Nkang","LB",NA,2007,"JAX",7,251,"NkanCh99",23,1,0.695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",3349,"Corey Jenkins","LB",NA,2003,"MIA",6,181,"JenkCo20",23,1,0.695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",3364,"Karon Riley","LB",NA,2001,"CHI",4,103,"RileKa20",25,1,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",3425,"A.J. Edds","LB","Iowa",2010,"MIA",4,119,"EddsA.99",17,0,0,75.625,246,NA,4.62,16,33,117,4.28,7.19,NA,NA
"525",3432,"Brandon Watts","LB","Georgia Tech",2014,"MIN",7,223,"WattBr00",9,0,0,73.75,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",3435,"Bruce Davis","LB","UCLA",2008,"PIT",3,88,"DaviBr99",15,0,0,74.625,252,NA,4.83,19,29,109,4.47,7.34,NA,NA
"527",3439,"Chris Covington","LB","Indiana",2018,"DAL",6,193,"CoviCh01",8,0,0,74.125,245,NA,4.78,23,NA,NA,NA,NA,NA,NA
"528",3450,"Dontay Moch","LB","Nevada",2011,"CIN",3,66,"MochDo00",8,0,0,73.375,248,NA,4.4,21,42,128,4.38,7.09,NA,NA
"529",3464,"Hakim Akbar","LB",NA,2001,"NE",5,163,"AkbaHa20",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",3465,"Jack Cichy","LB","Wisconsin",2018,"TB",6,202,"CichJa00",10,0,0,74.125,238,NA,NA,18,NA,NA,NA,NA,NA,NA
"531",3482,"Keyon Whiteside","LB","Tennessee",2003,"IND",5,162,"WhitKe20",12,0,0,71.9,229,NA,4.74,27,29,111,4.33,7.3,NA,NA
"532",3509,"Nate Triplett","LB","Minnesota",2010,"MIN",5,167,"TripNa99",8,0,0,75,250,NA,4.7,20,33,115,4.37,7.02,NA,NA
"533",3518,"Richard Seigler","LB","Oregon State",2004,"SF",4,127,"SeigRi20",9,0,0,74.3,244,NA,4.75,25,NA,NA,NA,NA,NA,NA
"534",3521,"Robert McCune","LB","Louisville",2005,"WAS",5,154,"McCuRo20",8,0,0,72,245,NA,4.51,34,NA,NA,NA,NA,NA,NA
"535",3523,"Ronnell Lewis","LB","Oklahoma",2012,"DET",4,125,"LewiRo02",8,0,0,73.75,253,NA,4.65,36,31,112,4.4,7.09,NA,NA
"536",3532,"Terrell Manning","LB","North Carolina State",2012,"GB",5,163,"MannTe00",11,0,0,74.125,237,NA,4.71,22,32.5,114,4.43,7.18,NA,NA
