,Name,Position,College,DraftYear,Team,DraftRound,PickNumber,PlayerID,Games,AvgValue,AV16,Height,Weight,Wonderlic,Forty,Bench,Vert,Broad,Shuttle,ThreeCone,ProBowls,AllPros
1620,Vaughn Martin,DL,Western Ontario (Canada),2009,SD,4,113,MartVa99,51,13,4.078431373,75.125,331,NA,NA,NA,NA,NA,NA,NA,NA,NA
1621,Adrian Clayborn,DL,Iowa,2011,TB,1,20,ClayAd00,110,28,4.072727273,74.625,281,NA,4.78,NA,33,113,4.13,7.3,NA,NA
1622,James Sanders,DB,Frenso State (CA),2005,NE,4,133,SandJa21,114,29,4.070175439,70.75,214,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,Kevin Boothe,OL,Cornell (NY),2006,OAK,6,176,BootKe20,114,29,4.070175439,76.75,316,NA,5.44,23,31.5,98,5.07,8.36,NA,NA
1624,Kroy Biermann,LB,Montana,2008,ATL,5,154,BierKr99,114,29,4.070175439,74.875,246,NA,4.87,29,31.5,112,4.56,7.08,NA,NA
1625,Reuben Droughns,RB,Oregon,2000,DET,3,81,DrouRe00,114,29,4.070175439,71.3,215,NA,4.68,13,30,115,4.41,7.34,NA,NA
1626,Rogers Beckett,DB,Marshall (WV),2000,SD,2,43,BeckRo20,71,18,4.056338028,73.5,207,NA,4.64,15,39.5,119,4.29,6.48,NA,NA
1627,Terrence Holt,DB,North Carolina State,2003,DET,5,137,HoltTe20,71,18,4.056338028,73.8,208,NA,4.63,13,34.5,122,3.97,6.99,NA,NA
1628,Marquise Goodwin,WR,Texas,2013,BUF,3,78,GoodMa00,75,19,4.053333333,68.875,183,NA,4.27,13,NA,132,NA,NA,NA,NA
1629,C.C. Brown,DB,NA,2005,HOU,6,188,BrowC.20,83,21,4.048192771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,Tank Johnson,DL,Washington,2004,CHI,2,47,JohnTa20,91,23,4.043956044,74.8,304,NA,4.74,31,34,114,4.6,7.56,NA,NA
1631,Michael Clayton,WR,Louisiana State,2004,TB,1,15,ClayMi00,95,24,4.042105263,74.8,209,NA,4.61,NA,32.5,116,4.09,6.77,NA,NA
1632,Travis LaBoy,DL,NA,2004,TEN,2,42,LaBoTr20,95,24,4.042105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,Aaron Dobson,WR,Marshall (WV),2013,NE,2,59,DobsAa00,24,6,4,74.75,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,Andre' Davis,WR,Virginia Tech,2002,CLE,2,47,DaviAn01,104,26,4,73.5,194,NA,4.41,NA,39.5,117,4.1,6.77,NA,NA
1635,Anthony Brown,DB,Purdue,2016,DAL,6,189,BrowAn02,56,14,4,71.25,192,NA,4.33,19,35,115,4.19,7.03,NA,NA
1636,Antonio Callaway,WR,Florida,2018,CLE,4,105,CallAn00,20,5,4,70.625,200,NA,4.41,NA,34,121,NA,NA,NA,NA
1637,Asher Allen,DB,Georgia,2009,MIN,3,86,AlleAs99,36,9,4,69.5,194,NA,4.48,22,35,115,4.3,6.93,NA,NA
1638,Bobby Okereke,LB,NA,2019,IND,3,89,OkerBo00,16,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,Brandon Gibson,WR,Washington State,2009,PHI,6,194,GibsBr00,76,19,4,72.375,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,Brian Burns,DL,NA,2019,CAR,1,16,BurnBr00,16,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,Cedric Houston,RB,Tennessee,2005,NYJ,6,182,HousCe00,20,5,4,70.75,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,Cedric Woodard,DL,Texas,2000,BAL,6,191,WoodCe20,60,15,4,74.5,290,NA,5.23,23,30.5,109,NA,NA,NA,NA
1643,Chad Thomas,DL,Miami (FL),2018,CLE,3,67,ThomCh06,20,5,4,77,281,NA,4.92,NA,29,116,NA,NA,NA,NA
1644,Chris Clemons,DB,Clemson,2009,MIA,5,165,ClemCh97,80,20,4,72.13,208,NA,4.33,19,37.5,127,4.38,7.27,NA,NA
1645,Chris Culliver,DB,South Carolina,2011,SF,3,80,CullCh00,52,13,4,72.375,199,NA,4.36,NA,38.5,123,4.08,6.88,NA,NA
1646,Chris DeGeare,OL,Wake Forest,2010,MIN,5,161,DeGeCh20,8,2,4,75.625,325,NA,5.12,27,32.5,103,4.9,7.84,NA,NA
1647,D.J. Smith,LB,Appalachian State (NC),2011,GB,6,186,SmitD.00,24,6,4,70.625,239,NA,4.88,20,31,104,4.45,7.35,NA,NA
1648,Donald Stephenson,OL,Oklahoma,2012,KC,3,74,StepDo00,80,20,4,77.5,312,NA,4.94,19,35.5,114,4.78,7.52,NA,NA
1649,Elijah McGuire,RB,Louisiana-Lafayette,2017,NYJ,6,188,McGuEl00,24,6,4,69.75,214,NA,4.53,15,36,120,4.56,7.26,NA,NA
1650,Gerald Alexander,DB,Boise State,2007,DET,2,61,AlexGe99,44,11,4,72.375,210,NA,4.53,15,41,124,4.21,7.24,NA,NA
1651,Greg Toler,DB,Saint Paul's,2009,ARI,4,131,ToleGr99,88,22,4,71.25,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,Haason Reddick,LB,NA,2017,ARI,1,13,ReddHa00,48,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,Jimmie Ward,DB,Northern Illinois,2014,SF,1,30,WardJi01,64,16,4,70.625,193,NA,4.59,9,NA,NA,NA,NA,NA,NA
1654,John Broussard,WR,San Jose State,2007,JAX,7,229,BrouJo00,8,2,4,72.625,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,Justin King,DB,Penn State,2008,STL,4,101,KingJu99,40,10,4,70.875,192,NA,4.38,14,34,127,4.31,7.14,NA,NA
1656,Kendall Sheffield,DB,Ohio State,2019,ATL,4,111,ShefKe00,16,4,4,71.75,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,Kevin Hogan,QB,Stanford,2016,KC,5,162,HogaKe00,8,2,4,75.25,218,NA,4.78,NA,32.5,113,4.31,6.9,NA,NA
1658,Khalen Saunders,DL,Western Illinois,2019,KC,3,84,SaunKh00,12,3,4,72.375,324,NA,5.01,27,30.5,101,4.62,7.57,NA,NA
1659,Mario Henderson,DL,NA,2007,OAK,3,91,HendMa21,44,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,Marlin Jackson,DB,Michigan,2005,IND,1,29,JackMa22,56,14,4,72.625,198,NA,4.52,23,36,125,3.96,6.95,NA,NA
1661,Marquez Valdes-Scantling,WR,South Florida,2018,GB,5,174,ValdMa00,32,8,4,76,206,NA,4.37,15,30.5,124,NA,NA,NA,NA
1662,Mike Harris,DB,Florida State,2012,JAX,6,176,HarrMi00,36,9,4,70.25,188,NA,4.52,NA,36,117,4.07,6.81,NA,NA
1663,Nathan Peterman,QB,Pittsburgh,2017,BUF,5,171,PeteNa00,8,2,4,74.625,226,33,4.82,NA,31,110,4.31,7.14,NA,NA
1664,Noah Fant,TE,Iowa,2019,DEN,1,20,FantNo00,16,4,4,76.125,249,NA,4.5,20,39.5,127,4.22,6.81,NA,NA
1665,Phillip Thomas,DB,Frenso State (CA),2013,WAS,4,119,ThomPh00,8,2,4,72.5,208,NA,4.65,14,35,122,NA,NA,NA,NA
1666,Seneca Wallace,QB,Iowa State,2003,SEA,4,110,WallSe00,64,16,4,71.4,196,12,4.52,NA,38,127,4.14,6.97,NA,NA
1667,T.J. Hockenson,TE,Iowa,2019,DET,1,8,HockTJ00,12,3,4,76.625,251,NA,4.7,17,37.5,123,4.18,7.02,NA,NA
1668,Tye Hill,DB,Clemson,2006,STL,1,15,HillTy20,40,10,4,69.625,185,NA,4.34,NA,41,129,4.01,6.63,NA,NA
1669,Will Sutton,DL,Arizona State,2014,CHI,3,82,SuttWi00,36,9,4,72.5,303,NA,5.36,24,28.5,99,4.82,7.93,NA,NA
1670,Philip Wheeler,LB,Georgia Tech,2008,IND,3,93,WheePh99,133,33,3.969924812,73.88,248,NA,4.82,24,31,118,4.29,7.11,NA,NA
1671,Clinton McDonald,DL,Memphis,2009,CIN,7,249,McDoCl99,121,30,3.966942149,73.75,283,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,Sammie Lee Hill,DL,NA,2009,DET,4,115,HillSa99,97,24,3.958762887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,Josh Morgan,WR,NA,2008,SF,6,174,MorgJo00,93,23,3.956989247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,Seth McKinney,OL,Texas A&M,2002,MIA,3,90,McKiSe20,93,23,3.956989247,75.4,300,NA,4.99,23,33.5,104,4.51,7.36,NA,NA
1675,T.J. Duckett,RB,NA,2002,ATL,1,18,DuckT.00,93,23,3.956989247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,Gerald Hodges,LB,Penn State,2013,MIN,4,120,HodgGe00,81,20,3.950617284,73,243,NA,4.78,22,NA,119,NA,NA,NA,NA
1677,Pat Sims,DL,Auburn,2008,CIN,3,77,SimsPa99,130,32,3.938461538,74.125,310,NA,5.11,20,27,NA,NA,NA,NA,NA
1678,Ahmad Carroll,DB,Arkansas,2004,GB,1,25,CarrAh20,57,14,3.929824561,69.6,195,NA,4.36,15,41,128,NA,NA,NA,NA
1679,Roy Helu,RB,Nebraska,2011,WAS,4,105,HeluRo00,57,14,3.929824561,71.5,219,NA,4.4,11,36.5,119,4.01,6.67,NA,NA
1680,Terrence Cody,DL,Alabama,2010,BAL,2,57,CodyTe99,57,14,3.929824561,75.625,349,NA,5.71,NA,20.5,90,5.03,8.19,NA,NA
1681,Jacquizz Rodgers,RB,Oregon State,2011,ATL,5,145,RodgJa00,110,27,3.927272727,65.875,196,NA,4.59,NA,33,113,4.26,7.31,NA,NA
1682,Shawn Williams,DB,Georgia,2013,CIN,3,84,WillSh02,106,26,3.924528302,71.875,213,22,4.46,25,36,120,4.25,7.01,NA,NA
1683,Bobby Wade,WR,Arizona,2003,CHI,5,139,WadeBo00,102,25,3.921568627,70.3,193,NA,4.68,NA,34.5,115,4.03,7,NA,NA
1684,Colby Bockwoldt,LB,Brigham Young,2004,NO,7,240,BockCo20,49,12,3.918367347,73.6,230,NA,4.59,14,34,112,4.05,7.12,NA,NA
1685,Shane Ray,DL,Missouri,2015,DEN,1,23,RayxSh00,49,12,3.918367347,74.625,245,20,4.65,21,NA,NA,NA,NA,NA,NA
1686,Willie Young,DL,North Carolina State,2010,DET,7,213,YounWi99,98,24,3.918367347,76.75,251,NA,4.88,25,38,118,4.56,7.24,NA,NA
1687,Bryan Scott,DB,Penn State,2003,ATL,2,55,ScotBr20,143,35,3.916083916,73,219,NA,4.6,13,NA,NA,NA,NA,NA,NA
1688,Bo Scaife,TE,Texas,2005,TEN,6,179,ScaiBo00,90,22,3.911111111,74.625,249,NA,4.79,24,32.5,110,4.12,7.21,NA,NA
1689,Kendall Hunter,RB,Oklahoma State,2011,SF,4,115,HuntKe00,45,11,3.911111111,67.25,199,NA,4.46,24,35,122,4.21,6.74,NA,NA
1690,William Jackson,DB,Houston,2016,CIN,1,24,JackWi02,45,11,3.911111111,72.375,189,NA,4.37,10,NA,116,NA,NA,NA,NA
1691,Joe Mays,LB,North Dakota State,2008,PHI,6,200,MaysJo99,78,19,3.897435897,71,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,Dennis Norman,OL,Princeton,2001,SEA,7,222,NormDe20,74,18,3.891891892,75.9,305,NA,5.16,25,35,107,4.72,8.08,NA,NA
1693,Jason Avant,WR,NA,2006,PHI,4,109,AvanJa00,148,36,3.891891892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,Jason Fox,OL,Miami (FL),2010,DET,4,128,FoxxJa20,37,9,3.891891892,78.875,305,NA,5.42,23,NA,NA,NA,NA,NA,NA
1695,Jonathan Goff,LB,Vanderbilt,2008,NYG,5,165,GoffJo99,37,9,3.891891892,74,245,NA,4.73,28,31.5,118,4.26,6.86,NA,NA
1696,Quandre Diggs,DB,Texas,2015,DET,6,200,DiggQu00,70,17,3.885714286,69.125,196,NA,4.56,17,35.5,113,4.15,7.22,NA,NA
1697,Drew Carter,WR,NA,2004,CAR,5,163,CartDr00,33,8,3.878787879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,Jermaine Gresham,TE,Oklahoma,2010,CIN,1,21,GresJe00,132,32,3.878787879,77.25,261,NA,4.66,20,35,113,4.53,7.07,2,NA
1699,Andre Branch,LB,NA,2012,JAX,2,38,BranAn00,95,23,3.873684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,Maurice Morris,RB,Oregon,2002,SEA,2,54,MorrMa00,145,35,3.862068966,71.4,208,NA,4.51,23,36.5,117,NA,NA,NA,NA
1701,Shane Lechler,P,NA,2000,OAK,5,142,LechSh20,286,69,3.86013986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,Jeremy Bridges,OL,Southern Mississippi,2003,PHI,6,185,BridJe20,112,27,3.857142857,76.1,301,NA,5.45,25,28.5,96,4.74,8.12,NA,NA
1703,Brad Jones,LB,Colorado,2009,GB,7,218,JoneBr99,83,20,3.855421687,74.875,232,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,Robert Ferguson,WR,Texas A&M,2001,GB,2,41,FergRo00,83,20,3.855421687,73,205,NA,4.48,NA,36.5,120,4.07,7.24,NA,NA
1705,Jamar Chaney,LB,Mississippi State,2010,PHI,7,220,ChanJa98,54,13,3.851851852,72.75,242,NA,4.54,26,39,124,4.29,6.9,NA,NA
1706,Mohamed Massaquoi,WR,Georgia,2009,CLE,2,50,MassMo00,54,13,3.851851852,73.5,210,NA,4.6,NA,36.5,127,NA,NA,NA,NA
1707,Cedrick Wilson,WR,Tennessee,2001,SF,6,169,WilsCe00,100,24,3.84,69.8,179,NA,4.46,NA,38,123,NA,NA,NA,NA
1708,Josh LeRibeus,OL,Southern Methodist (TX),2012,WAS,3,71,LeRiJo00,50,12,3.84,75.25,312,NA,5.31,29,26,96,4.65,7.64,NA,NA
1709,Nathan Shepherd,DL,Fort Hays State (KS),2018,NYJ,3,72,ShepNa00,25,6,3.84,75.75,315,NA,5.09,NA,31,112,4.53,7.5,NA,NA
1710,Shaq Lawson,DL,Clemson,2016,BUF,1,19,LawsSh00,50,12,3.84,74.625,269,NA,4.7,NA,33,120,4.21,7.16,NA,NA
1711,Jason Snelling,RB,NA,2007,ATL,7,244,SnelJa00,96,23,3.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,Trung Canidate,RB,Arizona,2000,STL,1,31,CaniTr00,46,11,3.826086957,70.6,193,NA,4.46,18,NA,NA,NA,NA,NA,NA
1713,Ryan Denney,DL,Brigham Young,2002,BUF,2,61,DennRy20,113,27,3.82300885,79,276,NA,4.86,36,33,107,4.25,7.18,NA,NA
1714,Bryce Brown,RB,Kansas State,2012,PHI,7,229,BrowBr02,42,10,3.80952381,71.5,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,David Wilson,RB,Virginia Tech,2012,NYG,1,32,WilsDa01,21,5,3.80952381,69.625,206,NA,4.38,NA,41,132,4.12,7.09,NA,NA
1716,Tony Moll,OL,NA,2006,GB,5,165,MollTo20,63,15,3.80952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,Randy McMichael,TE,Georgia,2002,MIA,4,114,McMiRa01,164,39,3.804878049,75,247,NA,4.84,18,29.5,111,4.28,7.56,NA,NA
1718,Kalimba Edwards,DL,NA,2002,DET,2,35,EdwaKa20,101,24,3.801980198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,Damien Wilson,LB,Minnesota,2015,DAL,4,127,WilsDa02,80,19,3.8,72,245,NA,4.77,22,37,119,4.2,7.21,NA,NA
1720,Jay Richardson,DL,Ohio State,2007,OAK,5,138,RichJa99,59,14,3.796610169,77.63,279,NA,5.06,20,33,112,4.54,7.5,NA,NA
1721,Christine Michael,RB,Texas A&M,2013,SEA,2,62,MichCh00,38,9,3.789473684,70,220,11,4.54,27,43,125,4.02,6.69,NA,NA
1722,Domenik Hixon,WR,Akron,2006,DEN,4,130,HixoDo00,76,18,3.789473684,74.125,192,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,Rashad Johnson,DB,Alabama,2009,ARI,3,95,JohnRa98,114,27,3.789473684,71.25,203,NA,4.49,15,37,120,4.23,7.09,NA,NA
1724,Trai Essex,OL,Northwestern,2005,PIT,3,93,EsseTr20,76,18,3.789473684,76.5,324,NA,5.63,NA,29,91,4.92,8.11,NA,NA
1725,Vincent Brown,WR,San Diego State,2011,SD,3,82,BrowVi00,38,9,3.789473684,71.25,187,NA,4.68,12,33.5,121,4.25,6.64,NA,NA
1726,Quintin Demps,DB,Texas-El Paso,2008,PHI,4,117,DempQu99,110,26,3.781818182,71.875,206,NA,4.41,16,31.5,110,NA,NA,NA,NA
1727,Bradley Roby,DB,Ohio State,2014,DEN,1,31,RobyBr00,89,21,3.775280899,71.25,194,NA,4.39,17,38.5,123,4.04,NA,NA,NA
1728,Billy Winn,DL,Boise State,2012,CLE,6,205,WinnBi00,68,16,3.764705882,75.75,294,NA,4.86,24,27,107,4.44,7.37,NA,NA
1729,Christopher Herndon IV,TE,NA,2018,NYJ,4,107,HernCh00,17,4,3.764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,Derrick Blaylock,RB,Stephen F. Austin (TX),2001,KC,5,150,BlayDe00,51,12,3.764705882,69.9,194,NA,4.39,18,35.5,119,4.09,7.05,NA,NA
1731,Elton Brown,OL,Virginia,2005,ARI,4,111,BrowEl20,34,8,3.764705882,76.875,329,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,Eric Green,DB,Virginia Tech,2005,ARI,3,75,GreeEr20,51,12,3.764705882,71.375,198,NA,4.56,NA,38,120,3.9,NA,NA,NA
1733,Jace Amaro,TE,Texas Tech,2014,NYJ,2,49,AmarJa00,17,4,3.764705882,77.375,265,NA,4.74,28,33,116,4.3,7.42,NA,NA
1734,Khaled Holmes,OL,Southern California,2013,IND,4,121,HolmKh00,17,4,3.764705882,75.25,302,NA,NA,13,NA,NA,NA,NA,NA,NA
1735,Marquel Lee,LB,NA,2017,OAK,5,168,LeexMa01,34,8,3.764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1736,Scotty Anderson,WR,Grambling State (LA),2001,DET,5,148,AndeSc00,34,8,3.764705882,74.1,184,NA,4.57,NA,34.5,115,NA,NA,NA,NA
1737,Tyquan Lewis,DL,Ohio State,2018,IND,2,64,LewiTy00,17,4,3.764705882,75.25,265,NA,NA,NA,35.5,122,NA,NA,NA,NA
1738,Willie Henry,DL,Michigan,2016,BAL,4,132,HenrWi00,17,4,3.764705882,74.75,303,NA,5,28,30.5,110,4.53,7.57,NA,NA
1739,L.J. Smith,TE,Rutgers,2003,PHI,2,61,SmitL.00,98,23,3.755102041,75.3,258,NA,4.69,26,37,122,4.18,6.74,NA,NA
1740,Mark Anderson,DL,Alabama,2006,CHI,5,159,AndeMa21,98,23,3.755102041,76.25,254,NA,4.65,20,42,127,4.22,6.95,NA,NA
1741,Nick Greisen,LB,NA,2002,NYG,5,152,GreiNi20,98,23,3.755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,Paul Richardson,WR,Colorado,2014,SEA,2,45,RichPa01,64,15,3.75,72.375,175,NA,4.4,NA,38,123,NA,7.09,NA,NA
1743,Peria Jerry,DL,Mississippi,2009,ATL,1,24,JerrPe99,64,15,3.75,73.75,299,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,Brent Celek,TE,NA,2007,PHI,5,162,CeleBr00,175,41,3.748571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,Jarius Wright,WR,Arkansas,2012,MIN,4,118,WrigJa02,111,26,3.747747748,69.625,182,NA,4.39,11,38,120,4.03,6.93,NA,NA
1746,Patrick Robinson,DB,Florida State,2010,NO,1,32,RobiPa99,111,26,3.747747748,71.25,190,NA,4.46,15,39,122,NA,6.78,NA,NA
1747,Darryl Sharpton,LB,Miami (FL),2010,HOU,4,102,SharDa01,47,11,3.744680851,71.375,236,NA,4.81,24,NA,NA,4.42,7.19,NA,NA
1748,James-Michael Johnson,LB,Nevada,2012,CLE,4,120,JohnJa04,47,11,3.744680851,73.125,241,NA,4.6,23,37,124,4.37,7.34,NA,NA
1749,Jasper Brinkley,LB,South Carolina,2009,MIN,5,150,BrinJa99,94,22,3.744680851,73.625,252,NA,4.67,26,35.5,114,4.32,7.03,NA,NA
1750,Ryan McBean,DL,Oklahoma State,2007,PIT,4,132,McBeRy99,47,11,3.744680851,76.375,286,NA,5.05,27,28,108,4.46,7.79,NA,NA
1751,Tajae Sharpe,WR,Massachusetts,2016,TEN,5,140,SharTa00,47,11,3.744680851,74,194,NA,4.55,11,33.5,114,NA,NA,NA,NA
1752,Corey Graham,DB,New Hampshire,2007,CHI,5,168,GrahCo99,184,43,3.739130435,71.875,195,NA,NA,10,NA,NA,NA,NA,NA,NA
1753,Austen Lane,DL,Murray State (KY),2010,JAX,5,153,LaneAu99,30,7,3.733333333,77.75,276,NA,4.84,NA,34.5,125,4.6,7.38,NA,NA
1754,Chris Cash,DB,NA,2002,DET,6,175,CashCh20,30,7,3.733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,Kenny Young,LB,UCLA,2018,BAL,4,122,YounKe03,30,7,3.733333333,73,236,NA,4.6,23,36,117,4.48,7.38,NA,NA
1756,Lorenzo Carter,DL,NA,2018,NYG,3,66,CartLo01,30,7,3.733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,Nolan Carroll,DB,Maryland,2010,MIA,5,145,CarrNo00,103,24,3.72815534,71.5,204,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,Austin Seferian-Jenkins,TE,Washington,2014,TB,2,38,SefeAu00,43,10,3.720930233,77.5,262,NA,4.75,20,NA,NA,NA,NA,NA,NA
1759,Dwayne Gratz,DB,Connecticut,2013,JAX,3,64,GratDw00,43,10,3.720930233,71.125,201,NA,4.47,22,38,125,4.15,6.7,NA,NA
1760,Nate Orchard,DL,Utah,2015,CLE,2,51,OrchNa00,43,10,3.720930233,75.25,250,21,4.8,NA,31.5,115,4.43,7.28,NA,NA
1761,Clayton Geathers,DB,Central Florida,2015,IND,4,109,GeatCl00,56,13,3.714285714,73.625,218,NA,4.55,22,37,120,4.27,7.21,NA,NA
1762,Mike Williams,WR,Southern California,2005,DET,1,10,WillMi03,56,13,3.714285714,76.625,229,NA,4.57,NA,36.5,NA,NA,NA,NA,NA
1763,Stuart Schweigert,DB,Purdue,2004,OAK,3,67,SchwSt20,69,16,3.710144928,74,218,NA,4.45,18,38,124,3.89,6.68,NA,NA
1764,Dez White,WR,Georgia Tech,2000,CHI,3,69,WhitDe00,82,19,3.707317073,73.3,218,NA,4.62,NA,37.5,124,4.09,6.91,NA,NA
1765,Benny Snell Jr.,RB,NA,2019,PIT,4,122,SnelBe00,13,3,3.692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,Boston Scott,RB,NA,2018,NO,6,201,ScotBo02,13,3,3.692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,Daniel Thomas,RB,Kansas State,2011,MIA,2,62,ThomDa03,52,12,3.692307692,72.25,230,NA,4.63,21,NA,NA,NA,NA,NA,NA
1768,Domonique Foxworth,DB,Maryland,2005,DEN,3,97,FoxwDo20,78,18,3.692307692,71.125,184,NA,4.39,14,41,125,3.89,6.78,NA,NA
1769,Jamel Dean,DB,Auburn,2019,TB,3,94,DeanJa00,13,3,3.692307692,73,206,NA,4.3,16,41,130,4.19,7.02,NA,NA
1770,Michael Green,DB,NA,2000,CHI,7,254,GreeMi20,104,24,3.692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,Nick Leckey,OL,Kansas State,2004,ARI,6,167,LeckNi20,65,15,3.692307692,74.9,290,NA,5.23,18,27,97,4.47,7.71,NA,NA
1772,Walter Thurmond,DB,Oregon,2010,SEA,4,111,ThurWa99,52,12,3.692307692,70.75,189,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,Stephen Gostkowski,K,NA,2006,NE,4,118,GostSt20,204,47,3.68627451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,Kevin Boss,TE,Western Oregon,2007,NYG,5,153,BossKe00,74,17,3.675675676,78.5,252,NA,4.79,NA,35,116,4.41,6.96,NA,NA
1775,Pierre Desir,DB,Lindenwood (MO),2014,CLE,4,127,DesiPi00,61,14,3.672131148,73,198,NA,4.59,11,35,133,4.3,6.86,NA,NA
1776,Kendrick Clancy,DL,Mississippi,2000,PIT,3,72,ClanKe20,109,25,3.669724771,72.9,283,NA,5.28,25,27.5,108,4.65,7.98,NA,NA
1777,Damontae Kazee,DB,San Diego State,2017,ATL,5,149,KazeDa00,48,11,3.666666667,70.25,184,NA,4.54,11,34,124,NA,NA,NA,NA
1778,Reynaldo Hill,DB,Florida,2005,TEN,7,218,HillRe21,48,11,3.666666667,71,187,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,Sammy Morris,RB,NA,2000,BUF,5,156,MorrSa00,144,33,3.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,T.J. Carrie,DB,NA,2014,OAK,7,219,CarrTr00,92,21,3.652173913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,Johnthan Banks,DB,Mississippi State,2013,TB,2,43,BankJo00,57,13,3.649122807,74,185,NA,4.61,10,34,125,4.27,6.97,NA,NA
1782,Maurice Alexander,DB,Utah State,2014,STL,4,110,AlexMa00,57,13,3.649122807,73.25,220,NA,4.54,NA,38,123,4.51,7.05,NA,NA
1783,Avery Moss,DL,Youngstown State (OH),2017,NYG,5,167,MossAv00,22,5,3.636363636,75.125,264,NA,4.79,14,32.5,114,4.62,7.25,NA,NA
1784,Joshua Garnett,OL,Stanford,2016,SF,1,28,GarnJo00,22,5,3.636363636,76.375,312,NA,5.32,30,29,99,4.64,7.62,NA,NA
1785,Rashad Moore,DL,NA,2003,SEA,6,183,MoorRa21,44,10,3.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,Ryan Torain,RB,Arizona State,2008,DEN,5,139,ToraRy00,22,5,3.636363636,72.375,222,NA,4.68,21,34,120,NA,NA,NA,NA
1787,Shaun McDonald,WR,NA,2003,STL,4,106,McDoSh00,88,20,3.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,Alvin McKinley,DL,Mississippi State,2000,CAR,4,120,McKiAl20,97,22,3.628865979,76,289,NA,5.1,22,27.5,102,4.61,7.73,NA,NA
1789,Korey Toomer,LB,Idaho,2012,SEA,5,154,ToomKo00,53,12,3.622641509,74.25,234,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,Ladarius Green,TE,Louisiana-Lafayette,2012,SD,4,110,GreeLa00,53,12,3.622641509,77.75,238,NA,4.45,16,34.5,124,4.47,7.12,NA,NA
1791,Mike Adams,OL,Ohio State,2012,PIT,2,56,AdamMi02,53,12,3.622641509,79.25,323,NA,5.28,19,28.5,100,4.95,7.94,NA,NA
1792,Tyrell Johnson,DB,Arkansas State,2008,MIN,2,43,JohnTy99,53,12,3.622641509,71.875,207,NA,4.41,27,32,127,NA,NA,NA,NA
