"","Year","Name","College","Position","Height","Weight","Wonderlic","X40YD","Bench","Vert","Broad","Shuttle","X3Cone","ProBowls","AllPros","Success"
"5826",2002,"Victor Rogers","Colorado","OG",78.1,331,NA,5.58,20,25,92,5.16,9,0,0,0
"5827",2002,"Frank Romero","Oklahoma","OG",76,300,NA,5.32,22,27.5,87,4.79,7.66,0,0,0
"5828",2002,"Kendall Simmons","Auburn","OG",74.6,311,NA,5.34,24,28.5,98,4.71,7.84,0,0,0
"5829",2002,"Ed Ta'amu","Utah","OG",73.9,335,NA,5.26,28,29,NA,NA,NA,0,0,0
"5830",2001,"Tom Ashworth","Colorado","OG",77.8,293,NA,5.11,20,33.5,109,4.3,7.4,0,0,0
"5831",2001,"Jarvis Borum","North Carolina State","OG",79.1,332,NA,5.04,25,30.5,107,4.83,8.08,0,0,0
"5832",2001,"Will Cuthbert","Alabama","OG",77.1,318,NA,5.75,17,24.5,91,5.06,8.84,0,0,0
"5833",2001,"Rick DeMulling","Idaho","OG",75.9,307,NA,5.29,32,31.5,108,4.6,7.62,0,0,0
"5834",2001,"Shawn Draper","Alabama","OG",75.4,303,NA,5.28,17,32,106,4.77,8.1,0,0,0
"5835",2001,"Bill Ferrario","Wisconsin","OG",74.3,314,NA,5.3,17,NA,NA,NA,NA,0,0,0
"5836",2001,"Kynan Forney","Hawaii","OG",74.4,312,NA,5.29,23,27,97,4.7,8.56,0,0,0
"5837",2001,"Mike Gandy","Notre Dame","OG",76.4,305,NA,5.2,NA,30.5,103,4.71,8.03,0,0,0
"5838",2001,"Adam Haayer","Minnesota","OG",78.1,298,NA,5.3,23,NA,NA,NA,NA,0,0,0
"5839",2001,"Russ Hochstein","Nebraska","OG",75.5,300,NA,5.43,16,26.5,95,4.69,7.85,0,0,0
"5840",2001,"Steve Hutchinson","Michigan","OG",77.1,315,NA,5.14,31,33.5,106,4.74,7.82,0,0,0
"5841",2001,"Michael Keathley","Texas Christian","OG",75.6,308,NA,5.22,28,32.5,NA,NA,NA,0,0,0
"5842",2001,"Matt Lehr","Virginia Tech","OG",74,290,NA,5.28,28,31.5,111,4.44,7.59,0,0,0
"5843",2001,"Victor Leyva","Arizona State","OG",75.4,313,NA,5.33,37,30,105,4.73,8,0,0,0
"5844",2001,"Mathias Nkwenti","Temple","OG",76,293,NA,5.57,29,35.5,113,4.18,7.66,0,0,0
"5845",2001,"Dennis Norman","Princeton","OG",75.9,305,NA,5.16,25,35,107,4.72,8.08,0,0,0
"5846",2001,"Ray Redziniak","Illinois","OG",74.6,296,NA,5.46,32,27,92,4.77,8.17,0,0,0
"5847",2001,"Bernard Robertson","Tulane (LA)","OG",74.9,308,NA,5.24,19,30,106,4.58,8.06,0,0,0
"5848",2001,"Omar Smith","Kentucky","OG",73.6,293,NA,5.27,21,30,98,NA,NA,0,0,0
"5849",2001,"Tim Stuber","Colorado State","OG",77,315,NA,5.6,22,28,96,4.75,8.06,0,0,0
"5850",2001,"Alex Sulfsted","Miami (OH)","OG",75.9,312,NA,5.3,NA,30.5,96,NA,NA,0,0,0
"5851",2001,"Albert Traylor","Northwestern State (LA)","OG",74.8,307,NA,5.41,20,27,96,NA,8.34,0,0,0
"5852",2001,"Chris Valletta","Texas A&M","OG",75,299,NA,5.32,18,33.5,98,4.53,7.9,0,0,0
"5853",2001,"Keydrick Vincent","Mississippi","OG",77,328,NA,5.59,23,32.5,94,NA,NA,0,0,0
"5854",2001,"Chad Ward","Washington","OG",76.4,321,NA,5.2,26,32.5,99,4.9,7.98,0,0,0
"5855",2001,"Louis Williams","Louisiana State","OG",76.4,299,NA,5.44,25,28.5,103,4.67,7.86,0,0,0
"5856",2001,"Floyd Womack","Mississippi State","OG",76,345,NA,5.57,23,29.5,97,4.96,8.78,0,0,0
"5857",2001,"Paul Zukauskas","Boston College","OG",77.1,307,NA,5.3,22,NA,NA,NA,NA,0,0,0
"5858",2000,"Terrance Beadles","Arkansas-Pine Bluff","OG",74.9,312,NA,5.21,29,NA,NA,NA,NA,0,0,0
"5859",2000,"Brad Bedell","Colorado","OG",76.4,302,NA,5.12,17,31.5,103,4.58,7.76,0,0,0
"5860",2000,"Cooper Carlisle","Florida","OG",77.4,297,NA,5.2,28,31,100,4.48,7.82,0,0,0
"5861",2000,"Travis Claridge","Southern California","OG",77.1,303,NA,5.18,29,31.5,100,4.86,7.77,0,0,0
"5862",2000,"Cosey Coleman","Tennessee","OG",76,322,NA,5.4,NA,28,101,4.97,8.15,0,0,0
"5863",2000,"Adam Davis","Oklahoma State","OG",75.9,309,NA,5.69,NA,26,92,5,8.51,0,0,0
"5864",2000,"Semisi Heimuli","Texas A&M","OG",73.4,312,NA,5.43,20,29,94,4.63,7.94,0,0,0
"5865",2000,"Al Jackson","Louisiana State","OG",74.6,304,NA,5.2,19,NA,NA,NA,NA,0,0,0
"5866",2000,"Jeno James","Auburn","OG",75.1,320,NA,5.66,24,25.5,94,5.22,8.51,0,0,0
"5867",2000,"Ryan Johanningmeier","Colorado","OG",77.9,310,NA,5.28,NA,29,107,4.66,7.9,0,0,0
"5868",2000,"Matt Johnson","Brigham Young","OG",76,345,NA,5.6,35,28,99,4.99,8.07,0,0,0
"5869",2000,"Leander Jordan","Indiana (PA)","OG",75.9,330,NA,5.53,25,31,104,4.76,7.91,0,0,0
"5870",2000,"Andrew Kline","San Diego State","OG",74.1,305,NA,5.49,26,28,103,4.6,7.54,0,0,0
"5871",2000,"Noel LaMontagne","Virginia","OG",76.1,299,NA,5.09,21,NA,NA,NA,NA,0,0,0
"5872",2000,"Richard Mercier","Miami (FL)","OG",74.6,295,NA,5.4,18,26,97,4.78,7.84,0,0,0
"5873",2000,"Michael Moore","Troy (AL)","OG",75,320,NA,5.47,34,24.5,94,5.06,8.37,0,0,0
"5874",2000,"Roger Roesler","Texas","OG",77.4,314,NA,5.33,25,29.5,101,4.76,8.31,0,0,0
"5875",2000,"Manuia Savea","Arizona","OG",74.3,308,NA,5.34,24,25,92,NA,NA,0,0,0
"5876",2000,"Mark Tauscher","Wisconsin","OG",75.4,318,NA,5.43,22,27,90,4.84,7.91,0,0,0
"5877",2000,"Jason Thomas","Hampton (VA)","OG",75.4,300,NA,5.24,23,29.5,100,NA,7.99,0,0,0
"5878",2000,"Ryan Tujague","Washington State","OG",77.1,297,NA,5.2,21,27,96,4.95,8.18,0,0,0
"5879",2000,"Andy Vincent","Texas A&M","OG",76,306,NA,5.2,14,28.5,108,4.42,7.54,0,0,0
"5880",1999,"Ben Adams","Texas","OG",76.9,324,NA,5.36,26,25.5,97,4.83,7.86,0,0,0
"5881",1999,"Wilbert Brown","Houston","OG",74.1,311,NA,5.52,22,26,98,5.02,8.46,0,0,0
"5882",1999,"Doug Brzezinski","Boston College","OG",75.9,309,NA,5.32,26,26,98,4.53,NA,0,0,0
"5883",1999,"Brandon Bulsworth","Arkansas","OG",76,308,NA,5.01,24,31.5,111,4.43,7.43,0,0,0
"5884",1999,"Anthony Cesario","Colorado State","OG",77.5,312,NA,5.3,NA,26.5,102,NA,NA,0,0,0
"5885",1999,"Tony Coats","Washington","OG",78.5,312,NA,5.36,21,30,101,4.54,7.79,0,0,0
"5886",1999,"Dan Collins","Boston College","OG",76,282,NA,5.03,20,24,100,NA,NA,0,0,0
"5887",1999,"Mondell Corbett","East Carolina (NC)","OG",74.1,313,NA,5.38,21,29,98,4.77,8.03,0,0,0
"5888",1999,"Lennie Friedman","Duke","OG",75.1,301,NA,5.36,25,29,96,4.51,8.04,0,0,0
"5889",1999,"Kelvin Garmon","Baylor","OG",74.4,329,NA,5.09,23,25,96,4.66,7.84,0,0,0
"5890",1999,"Justin Glasgow","Kansas","OG",77,328,NA,5.35,35,24,95,4.59,7.98,0,0,0
"5891",1999,"Tyrone Hopson","Eastern Kentucky","OG",75,319,NA,5.21,20,26,102,4.62,7.86,0,0,0
"5892",1999,"Corey Hulsey","Clemson","OG",76.9,367,NA,5.72,31,25,95,4.89,8.21,0,0,0
"5893",1999,"Robert Hunt","Virginia","OG",75,291,NA,5.17,23,24,94,4.66,7.93,0,0,0
"5894",1999,"Scott Kiernan","Syracuse","OG",75,307,NA,5.58,NA,28,94,4.79,8.09,0,0,0
"5895",1999,"Eric King","Richmond (VA)","OG",76.6,290,NA,5.06,25,27,104,4.36,7.46,0,0,0
"5896",1999,"David Loverne","San Jose State","OG",74.8,292,NA,5.19,23,25,96,4.43,7.49,0,0,0
"5897",1999,"Jason Mills","Tulsa (OK)","OG",77.1,315,NA,5.43,30,24,104,4.64,7.87,0,0,0
"5898",1999,"Ulysses Moore","Liberty (VA)","OG",74,313,NA,5.45,24,26,103,4.67,7.98,0,0,0
"5899",1999,"Jeremy Morgan","Southern Methodist (TX)","OG",76,296,NA,5.29,NA,23.5,92,4.62,7.77,0,0,0
"5900",1999,"Ben Nichols","Colorado","OG",77.1,307,NA,5.24,29,30,99,4.67,8.22,0,0,0
"5901",1999,"Rick Nord","Louisville","OG",78,306,NA,5.3,21,25.5,98,4.73,8.01,0,0,0
"5902",1999,"Brian Pukenas","West Virginia","OG",75.5,303,NA,5.37,25,26.5,93,4.73,8.09,0,0,0
"5903",1999,"Yusef Scott","Arizona","OG",74.3,324,NA,5.75,NA,24,82,NA,NA,0,0,0
"5904",1999,"Bobby Singh","Portland State (OR)","OG",74.5,316,NA,5.43,24,26,90,4.72,7.92,0,0,0
"5905",1999,"Cameron Spikes","Texas A&M","OG",75.3,314,NA,5.01,23,32.5,114,4.36,7.51,0,0,0
"5906",1999,"Randy Thomas","Mississippi State","OG",75.6,306,NA,4.99,23,31,101,4.66,7.71,0,0,0
"5907",1999,"Brad Winn","North Texas","OG",77,339,NA,5.59,23,23,87,4.92,8.4,0,0,0
"5908",1999,"Jerry Wisne","Notre Dame","OG",78.4,306,NA,5.26,30,28,96,4.61,7.6,0,0,0
"5909",1998,"Eric Bateman","Brigham Young","OG",78.5,319,NA,NA,20,NA,NA,NA,NA,0,0,0
"5910",1998,"Jim Bundren","Clemson","OG",74.9,303,NA,5.16,29,28.5,103,4.43,8.11,0,0,0
"5911",1998,"Matt Cox","Brigham Young","OG",77.8,305,NA,5.65,NA,25,96,4.65,8.49,0,0,0
"5912",1998,"Gennaro Dinapoli","Virginia Tech","OG",74.8,301,NA,5.27,21,33,107,4.48,8.24,0,0,0
"5913",1998,"Alan Faneca","Louisiana State","OG",76.6,322,NA,5.47,20,26,94,4.71,8.66,0,0,0
"5914",1998,"Dan Finn","Northern Arizona","OG",75.5,316,NA,5.29,26,29,108,4.39,8.32,0,0,0
"5915",1998,"Mark Fischer","Purdue","OG",75.6,293,NA,5.23,23,25.5,100,4.43,7.88,0,0,0
"5916",1998,"Lonnie Gilbert","North Carolina State","OG",74.4,289,NA,5.18,22,NA,NA,NA,NA,0,0,0
"5917",1998,"Mike Goff","Iowa","OG",77.1,314,NA,5.11,24,26.5,109,4.53,8.05,0,0,0
"5918",1998,"Jason Mcendoo","Washington State","OG",76.3,310,NA,5.52,25,24.5,99,4.8,8.42,0,0,0
"5919",1998,"Steve Mckinney","Texas A&M","OG",75.8,297,NA,5.03,34,31.5,111,4.35,8.07,0,0,0
"5920",1998,"Benji Olson","Washington","OG",76.1,324,NA,5.27,21,27.5,95,4.78,8.52,0,0,0
"5921",1998,"Phil Ostrowski","Penn State","OG",76.4,282,NA,5.44,15,26,96,4.7,8.07,0,0,0
"5922",1998,"Phalen Pounds","Southern California","OG",77.6,335,NA,6.12,21,22,84,5.68,9.61,0,0,0
"5923",1998,"Victor Riley","Auburn","OG",76.6,333,NA,5.55,23,23,91,5.02,8.77,0,0,0
"5924",1998,"Glenn Rountree","Clemson","OG",74.8,308,NA,5.17,29,28.5,104,4.72,8.11,0,0,0
"5925",1998,"Aaron Taylor","Nebraska","OG",73,320,NA,5.32,23,29,99,4.56,8.08,0,0,0
"5926",1998,"Melvin Thomas","Colorado","OG",75.3,322,NA,5.41,21,28,NA,NA,NA,0,0,0
"5927",1998,"Lamont Turner","Hampton (VA)","OG",77.4,316,NA,5.47,18,27.5,89,5.16,8.85,0,0,0
"5928",1998,"Todd Washington","Virginia Tech","OG",75.1,312,NA,5.4,15,25.5,101,4.81,8.33,0,0,0
"5929",1997,"Brad Badger","Stanford","OG",76.4,296,NA,5.22,21,32.5,111,4.13,NA,0,0,0
"5930",1997,"Lamont Burns","East Carolina (NC)","OG",75.6,299,NA,5.32,30,28.5,109,4.7,NA,0,0,0
"5931",1997,"Calvin Collins","Texas A&M","OG",73.6,307,NA,5.19,22,28,102,4.61,NA,0,0,0
"5932",1997,"Damon Denson","Michigan","OG",75.5,303,NA,NA,18,NA,NA,NA,NA,0,0,0
"5933",1997,"Chris Dishman","Nebraska","OG",74.6,328,NA,5.52,22,27,93,NA,NA,0,0,0
"5934",1997,"Ben Kaufman","Texas Tech","OG",76.1,289,NA,5.6,13,23,99,NA,NA,0,0,0
"5935",1997,"Frank Middleton","Arizona","OG",75.3,324,NA,5.21,22,27,106,4.85,8.33,0,0,0
"5936",1997,"Larry Moore","Brigham Young","OG",74.6,292,NA,5.52,21,27.5,105,4.84,8.61,0,0,0
"5937",1997,"Chris Naeole","Colorado","OG",75,313,NA,NA,NA,NA,NA,NA,NA,0,0,0
"5938",1997,"Dan Neil","Texas","OG",74.4,291,NA,NA,25,NA,NA,NA,NA,0,0,0
"5939",1997,"Brian Newnam","Tulsa (OK)","OG",75.4,291,NA,5.35,31,29,109,4.75,8.4,0,0,0
"5940",1997,"Nathan Parks","Stanford","OG",77.4,307,NA,5.44,NA,24.5,99,4.56,8,0,0,0
"5941",1997,"Scott Rehberg","Central Michigan","OG",79.8,324,NA,NA,26,NA,NA,NA,NA,0,0,0
"5942",1997,"Bob Sapp","Washington","OG",76.4,303,NA,5.19,30,29.5,116,4.62,8.3,0,0,0
"5943",1997,"Steve Scifres","Wyoming","OG",75.9,294,NA,5.45,33,30,105,4.53,7.95,0,0,0
"5944",1997,"Brent Smith","Mississippi State","OG",77,303,NA,5.09,24,29,NA,NA,NA,0,0,0
"5945",1997,"Marcus Spriggs","Houston","OG",75.9,315,NA,5.45,29,26,NA,NA,NA,0,0,0
"5946",1997,"Daryl Terrell","Southern Mississippi","OG",76.5,307,NA,5.23,28,29,103,4.77,8.33,0,0,0
"5947",1997,"Donnie Young","Florida","OG",75.8,315,NA,5.36,NA,26,101,4.67,8.25,0,0,0
"5948",1996,"Chris Banks","Kansas","OG",73.5,292,NA,5.02,20,24.5,106,4.7,NA,0,0,0
"5949",1996,"Ken Blackman","Illinois","OG",77.1,314,NA,5.3,28,28,106,4.53,NA,0,0,0
"5950",1996,"Chris Cooley","Rice (TX)","OG",76.1,293,NA,5.36,34,28.5,104,4.62,NA,0,0,0
"5951",1996,"John Elmore","Texas","OG",75.4,293,NA,5.47,17,25.5,99,4.78,NA,0,0,0
"5952",1996,"Reggie Green","Florida","OG",77.8,310,NA,5.62,20,23,7,5.32,NA,0,0,0
"5953",1996,"Jeff Hartings","Penn State","OG",75,288,NA,5.15,26,26,98,4.3,NA,0,0,0
"5954",1996,"Tony Hutson","Northeastern Oklahoma A&M","OG",74.4,304,NA,5.6,26,20.5,91,5.1,NA,0,0,0
"5955",1996,"Heath Irwin","Colorado","OG",76.3,296,NA,5.29,25,27.5,108,4.67,NA,0,0,0
"5956",1996,"Kenneth Mcdaniel","Norfolk State (VA)","OG",74.5,322,NA,5.42,29,23,93,4.94,NA,0,0,0
"5957",1996,"Matt Soenksen","UCLA","OG",76.5,316,NA,5.37,36,23.5,92,5,NA,0,0,0
"5958",1996,"Steve Stark","Wisconsin","OG",74.8,304,NA,NA,NA,NA,NA,NA,NA,0,0,0
"5959",1996,"Chris Villarrial","Indiana (PA)","OG",75,308,NA,5.35,36,22,99,4.85,NA,0,0,0
"5960",1995,"Todd Baczek","Northwestern","OG",75.3,296,NA,5.35,33,26,98,5.09,NA,0,0,0
"5961",1995,"Brian Bravy","Georgia Tech","OG",75.6,332,NA,5.67,NA,23.5,94,4.91,NA,0,0,0
"5962",1995,"Carlos Cosby","Jackson State (MS)","OG",73.8,306,NA,NA,26,NA,NA,NA,NA,0,0,0
"5963",1995,"Andrew Greene","Indiana","OG",75,304,NA,NA,29,27.5,104,4.91,NA,0,0,0
"5964",1995,"Tirrell Greene","Miami (FL)","OG",74.9,306,NA,5.43,NA,29,103,4.91,NA,0,0,0
"5965",1995,"Shane Hannah","Michigan State","OG",77.3,345,NA,NA,21,25,100,4.93,NA,0,0,0
"5966",1995,"Kevin Mays","Tennessee","OG",75.6,299,NA,5.25,25,31.5,100,4.41,NA,0,0,0
"5967",1995,"Patrick Mcneil","Florida State","OG",74.3,289,NA,5.23,NA,26,NA,NA,NA,0,0,0
"5968",1995,"Evan Pilgrim","Brigham Young","OG",76.3,298,NA,5.31,24,27.5,103,4.78,NA,0,0,0
"5969",1995,"Kris Pollack","Southern California","OG",77.1,299,NA,NA,27,NA,NA,NA,NA,0,0,0
"5970",1995,"Barret Robbins","Texas Christian","OG",74.9,310,NA,5.4,NA,24.5,106,4.62,NA,0,0,0
"5971",1995,"Brenden Stai","Nebraska","OG",76.3,305,NA,5.13,37,29.5,109,4.52,NA,0,0,0
"5972",1995,"Mike Verstegen","Wisconsin","OG",77.6,311,NA,NA,18,NA,NA,NA,NA,0,0,0
"5973",1995,"Zach Wiegert","Nebraska","OG",76.5,311,NA,NA,23,28.5,NA,NA,NA,0,0,0
"5974",1995,"Rob Zatechka","Nebraska","OG",76.3,307,NA,5.22,36,29,112,4.59,NA,0,0,0
"5975",1994,"Ethan Albright","North Carolina","OG",77,274,NA,5.23,18,26,106,4.78,NA,0,0,0
"5976",1994,"Larry Allen","Sonoma (CA)","OG",74.8,325,NA,5.21,NA,25.5,103,5.11,NA,0,0,0
"5977",1994,"Rudy Barber","Miami (FL)","OG",74.6,286,NA,5.17,NA,28,106,4.77,NA,0,0,0
"5978",1994,"Michael Batiste","Tulane (LA)","OG",75,301,NA,5.32,23,29,107,4.69,NA,0,0,0
"5979",1994,"Elbert Betts","Illinois State","OG",74,301,NA,NA,NA,NA,NA,NA,NA,0,0,0
"5980",1994,"Rich Braham","West Virginia","OG",75.6,290,NA,5.33,21,26,104,4.78,NA,0,0,0
"5981",1994,"Joel Crisman","Southern California","OG",75.9,295,NA,5.73,16,23,96,5.04,NA,0,0,0
"5982",1994,"Isaac Davis","Arkansas","OG",74.4,325,NA,5.28,23,26,104,4.66,NA,0,0,0
"5983",1994,"Mark Dixon","Virginia","OG",75.3,289,NA,5.57,23,25.5,92,4.79,NA,0,0,0
"5984",1994,"Josh Dunning","Washington State","OG",74.6,302,NA,5.26,37,29.5,106,4.87,NA,0,0,0
"5985",1994,"Mike Empey","Brigham Young","OG",77.6,308,NA,5.52,29,25.5,102,5.03,NA,0,0,0
"5986",1994,"Jason Jones","Hampton (VA)","OG",75.8,282,NA,5.41,21,25,101,4.87,NA,0,0,0
"5987",1994,"Todd Norman","Notre Dame","OG",76.9,307,NA,5.71,19,26,98,4.81,NA,0,0,0
"5988",1994,"Craig Novitsky","UCLA","OG",77.4,299,NA,5.28,20,27.5,103,4.72,NA,0,0,0
"5989",1994,"Joe Panos","Wisconsin","OG",74.9,296,NA,NA,28,NA,NA,NA,NA,0,0,0
"5990",1994,"Vaughn Parker","UCLA","OG",74.5,305,NA,5.34,26,26.5,101,4.88,NA,0,0,0
"5991",1994,"Joseph Patton","Alabama A&M","OG",75.8,288,NA,NA,NA,NA,NA,NA,NA,0,0,0
"5992",1994,"Anthony Redmon","Auburn","OG",76.1,308,NA,5.37,22,25.5,98,4.96,NA,0,0,0
"5993",1994,"Stacy Seegars","Clemson","OG",75.4,324,NA,5.49,20,28.5,98,4.9,NA,0,0,0
"5994",1994,"Rod Smith","Ohio State","OG",75.5,309,NA,5.4,NA,25.5,96,5.05,NA,0,0,0
"5995",1994,"Aaron Taylor","Notre Dame","OG",75.6,303,NA,NA,NA,NA,NA,NA,NA,0,0,0
"5996",1994,"Jason Winrow","Ohio State","OG",76.4,321,NA,5.68,21,25,100,5.19,NA,0,0,0
"5997",1993,"Charles Belin","Wisconsin","OG",73.9,312,NA,5.22,34,28.5,107,4.59,NA,0,0,0
"5998",1993,"Joe Cocozzo","Michigan","OG",75.9,300,NA,5.3,26,22,96,4.63,NA,0,0,0
"5999",1993,"Ben Coleman","Wake Forest","OG",76.6,331,NA,5.33,22,27.5,100,4.99,NA,0,0,0
"6000",1993,"Scott Davis","Iowa","OG",74.9,282,NA,5.12,28,28.5,106,4.34,NA,0,0,0
"6001",1993,"John Gerak","Penn State","OG",75.9,292,NA,NA,28,NA,NA,NA,NA,0,0,0
"6002",1993,"Chris Gray","Auburn","OG",75.6,286,NA,4.97,27,30.5,116,4.34,NA,0,0,0
"6003",1993,"Toby Heaton","Michigan State","OG",77.4,302,NA,5.42,31,21.5,96,4.89,NA,0,0,0
"6004",1993,"Lester Holmes","Jackson State (MS)","OG",75.6,301,NA,5.26,26,28.5,109,4.78,NA,0,0,0
"6005",1993,"Everett Lindsay","Mississippi","OG",76,296,NA,5.22,29,26.5,105,4.51,NA,0,0,0
"6006",1993,"Keith Loneker","Kansas","OG",75.1,336,NA,5.43,30,25.5,97,4.83,NA,0,0,0
"6007",1993,"Lonnie Palelei","Nevada Las Vegas","OG",75.3,324,NA,5.27,28,30,109,4.85,NA,0,0,0
"6008",1993,"Todd Perry","Kentucky","OG",76.9,291,NA,5.24,26,26.5,108,4.53,NA,0,0,0
"6009",1993,"Will Shields","Nebraska","OG",74.3,304,NA,5.21,18,26,103,4.6,NA,0,0,0
"6010",1993,"Robert Stevenson","Florida State","OG",73.9,281,NA,5.37,NA,24,102,4.71,NA,0,0,0
"6011",1993,"Chris Theiss","Princeton","OG",75,264,NA,5.36,20,24.5,109,4.54,NA,0,0,0
"6012",1993,"Kipp Vickers","Miami (FL)","OG",73.9,286,NA,5.21,NA,24,101,4.79,NA,0,0,0
"6013",1992,"Rob Baxley","Iowa","OG",76.8,286,NA,5.62,20,24,99,4.83,NA,0,0,0
"6014",1992,"Eddie Blake","Auburn","OG",75.5,321,NA,5.19,20,NA,106,NA,NA,0,0,0
"6015",1992,"William Boatwright","Virginia Tech","OG",74,307,NA,NA,21,NA,NA,NA,NA,0,0,0
"6016",1992,"Brian Bollinger","North Carolina","OG",77,285,NA,5.19,25,27.5,99,4.76,NA,0,0,0
"6017",1992,"Tracy Boyd","East Carolina (NC)","OG",76.1,296,NA,5.04,13,24.5,107,4.61,NA,0,0,0
"6018",1992,"Jeff Christy","Pittsburgh","OG",75,294,NA,5.38,NA,25.5,95,4.63,NA,0,0,0
"6019",1992,"Eugene Chung","Virginia Tech","OG",76.6,295,NA,5.22,23,32,114,4.9,NA,0,0,0
"6020",1992,"Derrick Deese","Southern California","OG",74.8,269,NA,5.26,NA,27.5,108,4.66,NA,0,0,0
"6021",1992,"Matt Elliott","Michigan","OG",74.5,272,NA,NA,19,NA,NA,NA,NA,0,0,0
"6022",1992,"John Fina","Arizona","OG",76.8,282,NA,5.02,22,31,109,4.46,NA,0,0,0
"6023",1992,"Nick Fineanganofo","Arizona","OG",76.8,333,NA,5.61,28,27,101,5.05,NA,0,0,0
"6024",1992,"Kendall Gammon","Pittsburgh State (KS)","OG",76,273,NA,5.31,21,27.5,104,4.45,NA,0,0,0
"6025",1992,"Shawn Harper","Indiana","OG",75.3,290,NA,NA,20,24.5,94,4.77,NA,0,0,0
"6026",1992,"Hesham Ismail","Florida","OG",74,291,NA,5.46,34,26.5,108,4.76,NA,0,0,0
"6027",1992,"Keland Jackson","Frenso State (CA)","OG",75.3,263,NA,5.35,NA,25,98,4.73,NA,0,0,0
"6028",1992,"Eric Jonassen","Bucknell (PA)","OG",77.8,310,NA,5.47,16,23.5,96,4.93,NA,0,0,0
"6029",1992,"Mirko Jurkovic","Notre Dame","OG",74.8,283,NA,5.5,19,26,100,4.59,NA,0,0,0
"6030",1992,"Tony Laster","Illinois","OG",74.9,286,NA,5.49,16,25,99,5.12,NA,0,0,0
"6031",1992,"Kevin Mancini","Florida State","OG",74.6,270,NA,5.58,14,22.5,NA,4.88,NA,0,0,0
"6032",1992,"Rod Milstead","Delaware State","OG",73.3,293,NA,5.09,21,26,NA,NA,NA,0,0,0
"6033",1992,"Darryl Moore","Texas-El Paso","OG",74,289,NA,5.39,17,24.5,99,4.64,NA,0,0,0
"6034",1992,"Jerry Ostroski","Tulsa (OK)","OG",75.1,316,NA,5.51,18,25.5,105,4.88,NA,0,0,0
"6035",1992,"John Ray","West Virginia","OG",79.4,353,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6036",1992,"Leon Searcy","Miami (FL)","OG",75.3,296,NA,5.19,NA,25,112,4.5,NA,0,0,0
"6037",1992,"Paul Siever","Penn State","OG",76.9,291,NA,5.4,21,24.5,101,4.79,NA,0,0,0
"6038",1992,"Tim Simpson","Illinois","OG",73.3,288,NA,5.47,28,25.5,99,4.47,NA,0,0,0
"6039",1992,"Lemonte Tellis","Georgia","OG",73.8,276,NA,5.26,22,27.5,98,4.7,NA,0,0,0
"6040",1992,"John Terry","Livingstone (NC)","OG",75.1,287,NA,5.58,16,22,100,5.23,NA,0,0,0
"6041",1991,"Steve Cromer","Washington State","OG",75.6,281,NA,5.42,19,26,93,4.78,NA,0,0,0
"6042",1991,"Bob Dahl","Notre Dame","OG",76.6,267,NA,5.1,21,28,100,4.35,NA,0,0,0
"6043",1991,"Dean Dingman","Michigan","OG",73.9,286,NA,5.46,34,23.5,93,4.68,NA,0,0,0
"6044",1991,"Joe Garten","Colorado","OG",74.3,286,NA,5.52,25,29,105,4.91,NA,0,0,0
"6045",1991,"O'Neil Glenn","Maryland","OG",74,291,NA,4.97,NA,32.5,116,4.66,NA,0,0,0
"6046",1991,"Hayward Haynes","Florida State","OG",74.1,290,NA,NA,19,NA,NA,NA,NA,0,0,0
"6047",1991,"Craig Hendrickson","Minnesota","OG",75,290,NA,5.55,17,27,100,5,NA,0,0,0
"6048",1991,"Clarence Jones","Maryland","OG",77.5,286,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6049",1991,"Ed King","Auburn","OG",76,297,NA,5.38,24,27,97,4.6,NA,0,0,0
"6050",1991,"Dean Kirkland","Washington","OG",73.5,296,NA,5.48,28,27.5,102,4.83,NA,0,0,0
"6051",1991,"Jim Lavin","Georgia Tech","OG",75.5,282,NA,5.19,18,27.5,108,4.56,NA,0,0,0
"6052",1991,"Robbie Lingerfelt","Wake Forest","OG",74.1,287,NA,NA,19,NA,NA,NA,NA,0,0,0
"6053",1991,"Stacy Long","Clemson","OG",73.5,294,NA,5.21,24,27,102,4.76,NA,0,0,0
"6054",1991,"Sean Love","Penn State","OG",75,280,NA,5.35,30,22.5,91,4.81,NA,0,0,0
"6055",1991,"Gary Mccummings","Syracuse","OG",74.1,270,NA,5.16,23,29,103,4.59,NA,0,0,0
"6056",1991,"Eric Moten","Michigan State","OG",75,307,NA,5.15,25,26.5,100,4.61,NA,0,0,0
"6057",1991,"Jeff Pahukoa","Washington","OG",74.4,298,NA,5.37,NA,25,89,4.9,NA,0,0,0
"6058",1991,"Rob Selby","Auburn","OG",75.9,291,NA,5.3,34,28.5,106,4.41,NA,0,0,0
"6059",1991,"Mark Tucker","Southern California","OG",74.4,279,NA,5.17,28,29,102,4.77,NA,0,0,0
"6060",1990,"Bill Anderson","Iowa","OG",75,267,NA,5.24,26,28,105,4.22,NA,0,0,0
"6061",1990,"Ian Beckles","Indiana","OG",73,296,NA,5.23,26,26.5,99,4.81,NA,0,0,0
"6062",1990,"John Brandom","Arizona","OG",74.9,270,NA,5.48,NA,27,97,4.77,NA,0,0,0
