"","Draft Year","Team","Draft Round","Pick Number","PlayerID","Games","Avg Value","AV16","Name","Position","College","Height","Weight","Wonderlic","40 YD","Bench","Vert","Broad","Shuttle","3Cone","Pro Bowls","All Pros"
"2276",2000,"CLE",3,79,"DawsJa00",30,5,2.66666666666667,"JaJuan Dawson","WR","Tulane (LA)",73,199,NA,4.55,NA,34,117,4.16,6.96,NA,NA
"2277",2000,"CHI",4,125,"AustRe20",18,3,2.66666666666667,"Reggie Austin","DB","Wake Forest",69.4,175,NA,4.46,17,35,119,4.14,7.03,NA,NA
"2278",2001,"GB",1,10,"ReynJa20",18,3,2.66666666666667,"Jamal Reynolds","DL","Florida State",74.9,267,NA,4.71,NA,NA,NA,NA,NA,NA,NA
"2279",2001,"OAK",6,184,"CoopCh20",78,13,2.66666666666667,"Chris Cooper","DL","Nebraska-Omaha",77.3,272,NA,4.96,24,35.5,114,4.21,7.12,NA,NA
"2280",2002,"ATL",3,80,"OverWi20",6,1,2.66666666666667,"Will Overstreet","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281",2002,"HOU",4,99,"WellJo00",60,10,2.66666666666667,"Jonathan Wells","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2282",2002,"JAX",7,222,"NewsKe00",6,1,2.66666666666667,"Kendall Newson","WR","Middle Tennessee State",73.6,200,NA,4.72,NA,33.5,113,4.27,6.87,NA,NA
"2283",2002,"MIA",7,241,"HenrLe20",6,1,2.66666666666667,"Leonard Henry","RB","East Carolina (NC)",72.9,206,NA,4.61,26,35,105,4.29,7.11,NA,NA
"2284",2003,"MIA",2,49,"MoorEd20",18,3,2.66666666666667,"Eddie Moore","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285",2003,"OAK",3,83,"WillSa22",84,14,2.66666666666667,"Sam Williams","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286",2003,"NE",7,243,"KellEt20",36,6,2.66666666666667,"Ethan Kelley","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287",2005,"BUF",2,55,"ParrRo00",90,15,2.66666666666667,"Roscoe Parrish","WR","Miami (FL)",69.75,168,NA,4.4,NA,NA,NA,NA,NA,NA,NA
"2288",2005,"TEN",5,142,"NashDa00",6,1,2.66666666666667,"Damien Nash","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289",2007,"TB",2,64,"PiscSa99",66,11,2.66666666666667,"Sabby Piscitelli","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290",2008,"PHI",3,80,"SmitBr96",6,1,2.66666666666667,"Bryan Smith","LB","McNeese State (LA)",74.375,231,NA,4.76,17,32.5,120,4.4,7.22,NA,NA
"2291",2008,"WAS",7,242,"JackRo99",54,9,2.66666666666667,"Rob Jackson","DL","Kansas State",75.375,257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2292",2009,"CAR",4,111,"GoodMi00",42,7,2.66666666666667,"Mike Goodson","RB","Texas A&M",71.875,208,NA,4.46,14,39.5,118,4.22,6.89,NA,NA
"2293",2009,"BUF",5,147,"HarrNi99",30,5,2.66666666666667,"Nic Harris","LB","Oklahoma",74.375,234,NA,4.86,15,31.5,109,4.37,7.05,NA,NA
"2294",2009,"BUF",6,183,"HarrCa99",6,1,2.66666666666667,"Cary Harris","DB","Southern California",71.375,187,NA,4.58,18,NA,NA,NA,NA,NA,NA
"2295",2009,"HOU",6,188,"McCaBr99",132,22,2.66666666666667,"Brice McCain","DB","Utah",68.875,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2296",2009,"SEA",7,245,"GreeCo99",30,5,2.66666666666667,"Courtney Greene","DB","Rutgers",72.25,212,NA,4.55,21,34.5,116,4.16,7.35,NA,NA
"2297",2010,"NE",3,90,"PricTa00",6,1,2.66666666666667,"Taylor Price","WR","Ohio",72.375,204,NA,4.4,16,37,114,4.34,6.82,NA,NA
"2298",2010,"NE",7,247,"DeadBr99",60,10,2.66666666666667,"Brandon Deaderick","DL","Alabama",75.875,314,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2299",2011,"DEN",4,108,"CartQu01",30,5,2.66666666666667,"Quinton Carter","DB","Oklahoma",72.625,208,NA,4.57,23,34.5,121,4.06,7.05,NA,NA
"2300",2011,"WAS",7,213,"ThomBr00",6,1,2.66666666666667,"Brandyn Thompson","DB","Boise State",69.25,189,NA,4.5,13,33.5,114,4.12,6.66,NA,NA
"2301",2012,"DET",6,196,"GreeJo03",24,4,2.66666666666667,"Jonte Green","DB","New Mexico State",71.25,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2302",2012,"SD",7,250,"BakeEd01",6,1,2.66666666666667,"Edwin Baker","RB","Michigan State",68,204,NA,4.44,20,35,111,4.31,7.27,NA,NA
"2303",2013,"TEN",2,34,"HuntJu00",60,10,2.66666666666667,"Justin Hunter","WR","Tennessee",76,196,12,4.44,NA,39.5,136,4.33,NA,NA,NA
"2304",2013,"KC",4,99,"JohnNi00",18,3,2.66666666666667,"Nico Johnson","LB","Alabama",73.625,248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2305",2014,"BAL",7,218,"CampMi02",24,4,2.66666666666667,"Michael Campanaro","WR","Wake Forest",69.375,192,NA,4.46,20,39,122,4.01,6.77,NA,NA
"2306",2015,"SD",3,83,"MageCr00",24,4,2.66666666666667,"Craig Mager","DB","Texas State",71.5,201,NA,4.44,17,38,130,4.07,6.83,NA,NA
"2307",2015,"OAK",5,161,"BallNe00",6,1,2.66666666666667,"Neiron Ball","LB","Florida",74.375,236,NA,4.68,22,NA,NA,NA,NA,NA,NA
"2308",2015,"CLE",6,189,"GainCh00",6,1,2.66666666666667,"Charles Gaines","DB","Louisville",69.875,180,NA,4.44,NA,34.5,123,4.2,7.07,NA,NA
"2309",2016,"SD",6,179,"KaseDr00",36,6,2.66666666666667,"Drew Kaser","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2310",2016,"LAR",6,190,"ForrJo00",12,2,2.66666666666667,"Josh Forrest","LB","Kentucky",75.125,249,NA,4.91,11,30.5,118,NA,NA,NA,NA
"2311",2016,"JAX",7,226,"WoodJo00",6,1,2.66666666666667,"Jonathan Woodard","DL","Central Arkansas",76.875,271,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2312",2016,"PHI",7,251,"WalkJo01",42,7,2.66666666666667,"Joe Walker","LB","Oregon",74.375,236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2313",2017,"NE",3,83,"RiveDe00",6,1,2.66666666666667,"Derek Rivers","DL","Youngstown State (OH)",76.125,248,NA,4.61,30,35,123,NA,6.94,NA,NA
"2314",2017,"LAR",4,117,"ReynJo00",48,8,2.66666666666667,"Josh Reynolds","WR","Texas A&M",74.75,194,NA,4.52,NA,37,124,4.13,6.83,NA,NA
"2315",2017,"PHI",6,214,"QualEl00",6,1,2.66666666666667,"Elijah Qualls","DL","Washington",73.125,313,NA,5.13,33,31.5,105,4.57,7.65,NA,NA
"2316",2018,"GB",2,45,"JackJo01",30,5,2.66666666666667,"Josh Jackson","DB","Iowa",72.375,192,NA,4.56,18,38,123,4.03,6.86,NA,NA
"2317",2018,"IND",2,52,"TuraKe00",18,3,2.66666666666667,"Kemoko Turay","LB","Rutgers",76.625,253,NA,4.65,NA,NA,NA,NA,NA,NA,NA
"2318",2018,"IND",5,169,"WilkJo01",30,5,2.66666666666667,"Jordan Wilkins","RB","Mississippi",72.625,216,NA,NA,16,36,117,4.27,NA,NA,NA
"2319",2018,"GB",6,207,"St.BEq00",12,2,2.66666666666667,"Equanimeous St.Brown","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2320",2018,"NE",7,250,"IzzoRy00",6,1,2.66666666666667,"Ryan Izzo","TE","Florida State",76.625,256,NA,4.94,18,33,110,4.43,7.15,NA,NA
"2321",2019,"CLE",4,119,"RedwSh00",12,2,2.66666666666667,"Sheldrick Redwine","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2322",2019,"MIA",5,151,"VanGAn00",6,1,2.66666666666667,"Andrew Van Ginkel","LB","Wisconsin",75.5,241,NA,NA,17,38,123,4.14,6.89,NA,NA
"2323",2019,"CHI",7,222,"WhytKe00",6,1,2.66666666666667,"Kerrith Whyte Jr.","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2324",2019,"BUF",7,228,"SweeTo00",6,1,2.66666666666667,"Tommy Sweeney","TE","Boston College",76.5,251,NA,4.84,17,NA,NA,NA,NA,NA,NA
"2325",2009,"IND",7,222,"McAfPa44",127,21,2.64566929133858,"Pat McAfee","K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2326",2002,"SEA",1,28,"StevJe00",121,20,2.64462809917355,"Jerramy Stevens","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2327",2002,"TEN",4,133,"BoimRo20",103,17,2.64077669902913,"Rocky Boiman","LB","Notre Dame",75.8,242,NA,4.61,17,35,118,4.05,6.86,NA,NA
"2328",2000,"CLE",4,95,"SandLe20",97,16,2.63917525773196,"Lewis Sanders","DB","Maryland",73,202,NA,4.5,10,37,116,NA,NA,NA,NA
"2329",2004,"TB",4,111,"AlleWi21",176,29,2.63636363636364,"Will Allen","DB","Syracuse",70.5,192,NA,4.44,14,39.5,121,3.9,6.78,NA,NA
"2330",2011,"MIA",7,235,"WilsJi00",73,12,2.63013698630137,"Jimmy Wilson","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2331",2001,"SD",5,139,"MoreZe20",61,10,2.62295081967213,"Zeke Moreno","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2332",2013,"OAK",6,184,"RiveMy00",61,10,2.62295081967213,"Mychal Rivera","TE","Tennessee",75.25,242,NA,4.81,17,31,112,4.43,7.17,NA,NA
"2333",2016,"GB",3,88,"FackKy00",61,10,2.62295081967213,"Kyler Fackrell","LB","Utah State",77,245,NA,4.72,15,34.5,121,NA,NA,NA,NA
"2334",2016,"CHI",3,72,"BullJo00",55,9,2.61818181818182,"Jonathan Bullard","DL","Florida",75,285,NA,4.93,23,32,116,4.56,7.31,NA,NA
"2335",2005,"MIN",1,7,"WillTr01",49,8,2.61224489795918,"Troy Williamson","WR","South Carolina",73.375,203,21,4.34,NA,37,NA,4.18,6.99,NA,NA
"2336",2007,"HOU",4,123,"BennFr99",49,8,2.61224489795918,"Fred Bennett","DB","South Carolina",72.875,196,NA,4.49,17,38.5,125,4.3,6.67,NA,NA
"2337",2013,"JAX",7,210,"McCrDe00",49,8,2.61224489795918,"Demetrius McCray","DB","Appalachian State (NC)",72.875,187,NA,4.54,4,36,126,4.32,7.17,NA,NA
"2338",2016,"MIN",7,227,"WeatSt00",49,8,2.61224489795918,"Stephen Weatherly","LB","Vanderbilt",76.375,267,NA,4.61,23,31,117,NA,NA,NA,NA
"2339",2001,"ARI",4,123,"BellMa20",86,14,2.6046511627907,"Marcus Bell","DL","Memphis",73.5,319,NA,5.28,17,NA,98,4.71,8.07,NA,NA
"2340",2004,"BUF",3,74,"AndeTi20",43,7,2.6046511627907,"Tim Anderson","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341",2012,"NYG",3,94,"HoslJa00",43,7,2.6046511627907,"Jayron Hosley","DB","Virginia Tech",70,178,NA,4.38,11,NA,NA,NA,NA,NA,NA
"2342",2003,"DEN",4,114,"EasoNi20",117,19,2.5982905982906,"Nick Eason","DL","Clemson",75.3,301,NA,5.14,29,NA,102,NA,NA,NA,NA
"2343",2002,"OAK",2,55,"JollDo00",74,12,2.59459459459459,"Doug Jolley","TE","Brigham Young",76.3,251,NA,4.67,18,38,114,4.18,6.9,NA,NA
"2344",2006,"NYG",5,158,"PeprCh20",74,12,2.59459459459459,"Charlie Peprah","DB","Alabama",70.875,206,NA,4.7,15,37.5,119,4.09,6.81,NA,NA
"2345",2008,"CHI",3,90,"HarrMa98",37,6,2.59459459459459,"Marcus Harrison","DL","Arkansas",74.75,317,NA,5.08,26,NA,NA,NA,NA,NA,NA
"2346",2014,"PHI",3,86,"HuffJo00",37,6,2.59459459459459,"Josh Huff","WR","Oregon",71.25,206,NA,4.51,14,35.5,115,NA,NA,NA,NA
"2347",2005,"PHI",4,102,"ConsSe20",99,16,2.58585858585859,"Sean Considine","DB","Iowa",72.125,212,NA,4.53,19,37,116,3.92,7.09,NA,NA
"2348",2007,"DAL",6,178,"FolkNi20",161,26,2.58385093167702,"Nick Folk","K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2349",2005,"JAX",6,194,"ThomPa20",31,5,2.58064516129032,"Pat Thomas","LB","North Carolina State",72.875,238,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350",2011,"DEN",3,67,"IrviNa00",62,10,2.58064516129032,"Nate Irving","LB","North Carolina State",73,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351",2018,"ATL",6,194,"GageRu00",31,5,2.58064516129032,"Russell Gage","WR","Louisiana State",72,186,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2352",2006,"DAL",2,53,"FasaAn00",180,29,2.57777777777778,"Anthony Fasano","TE","Notre Dame",76.125,259,NA,4.86,19,33.5,112,4.34,6.94,NA,NA
"2353",2000,"KC",2,54,"BartWi20",87,14,2.57471264367816,"William Bartee","DB","Oklahoma",73,192,NA,4.43,NA,38.5,124,3.99,6.7,NA,NA
"2354",2006,"ARI",5,142,"JohnBr20",87,14,2.57471264367816,"Brandon Johnson","LB","Louisville",76.88,228,NA,4.52,11,37,118,4.34,7.17,NA,NA
"2355",2001,"DAL",2,56,"DixoTo20",56,9,2.57142857142857,"Tony Dixon","DB","Alabama",73.1,213,NA,4.57,17,37,117,NA,7.38,NA,NA
"2356",2013,"DET",5,165,"MartSa01",106,17,2.56603773584906,"Sam Martin","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357",2000,"SEA",4,119,"KacyIs20",100,16,2.56,"Isaiah Kacyvenski","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358",2010,"CIN",6,191,"BrisDe00",25,4,2.56,"Dezmon Briscoe","WR","Kansas",74,207,NA,4.66,9,33,115,4.57,7.1,NA,NA
"2359",2011,"PHI",4,120,"HeneAl00",50,8,2.56,"Alex Henery","K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2360",2013,"MIA",1,3,"JordDi00",50,8,2.56,"Dion Jordan","DL","Oregon",78.25,248,NA,4.6,NA,32.5,122,4.35,7.02,NA,NA
"2361",2004,"SEA",7,224,"JoneDo21",226,36,2.54867256637168,"Donnie Jones","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362",2000,"GB",7,242,"LeexCh00",44,7,2.54545454545455,"Charles Lee","WR","Central Florida",73.5,202,NA,4.6,NA,35.5,125,4.25,7.3,NA,NA
"2363",2008,"DAL",4,122,"ChoiTa00",88,14,2.54545454545455,"Tashard Choice","RB","Georgia Tech",70.5,215,NA,4.5,20,34,119,NA,6.88,NA,NA
"2364",2013,"PIT",7,223,"WillNi01",44,7,2.54545454545455,"Nicholas Williams","DL","Samford (AL)",76.5,309,NA,4.94,28,33,111,4.65,7.55,NA,NA
"2365",2014,"SF",4,106,"ElliBr00",44,7,2.54545454545455,"Bruce Ellington","WR","South Carolina",69.375,197,NA,4.45,15,39.5,120,3.95,6.69,NA,NA
"2366",2012,"ARI",6,177,"BethJu00",126,20,2.53968253968254,"Justin Bethel","DB","Presbyterian (SC)",71.625,200,NA,4.52,19,39.5,131,4.3,6.79,NA,NA
"2367",2012,"OAK",3,95,"BergTo00",82,13,2.53658536585366,"Tony Bergstrom","OL","Utah",77.375,313,NA,5.19,32,29.5,101,4.84,7.95,NA,NA
"2368",2000,"DAL",4,109,"LarrKa20",19,3,2.52631578947368,"Kareem Larrimore","DB","West Texas A&M",71.1,190,NA,4.44,NA,34,125,NA,NA,NA,NA
"2369",2001,"TB",6,183,"WymsEl20",95,15,2.52631578947368,"Ellis Wyms","DL","Mississippi State",75.1,285,NA,4.97,21,28,103,4.47,7.71,NA,NA
"2370",2012,"HOU",5,161,"BullRa00",95,15,2.52631578947368,"Randy Bullock","K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371",2012,"SF",6,180,"RobiTr02",38,6,2.52631578947368,"Trent Robinson","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372",2014,"BAL",4,138,"TaliLo00",19,3,2.52631578947368,"Lorenzo Taliaferro","RB","Coastal Carolina (SC)",72.25,229,NA,4.58,18,33,116,4.22,6.88,NA,NA
"2373",2014,"NYJ",6,195,"DixoBr00",19,3,2.52631578947368,"Brandon Dixon","DB","Northwest Missouri State",71.5,203,NA,4.41,17,32.5,116,4.27,7.15,NA,NA
"2374",2017,"GB",4,108,"BiegVi00",38,6,2.52631578947368,"Vince Biegel","LB","Wisconsin",75.125,246,23,4.67,21,33.5,118,NA,6.92,NA,NA
"2375",2017,"MIN",7,232,"LeexEl00",38,6,2.52631578947368,"Elijah Lee","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376",2018,"CIN",5,151,"HarrDa05",19,3,2.52631578947368,"Davontae Harris","DB","Illinois State",71.375,200,NA,4.43,22,32.5,123,4.4,6.96,NA,NA
"2377",2003,"IND",3,90,"StriDo20",89,14,2.51685393258427,"Donald Strickland","DB","Colorado",70,187,NA,4.48,16,35.5,121,4.01,6.97,NA,NA
"2378",2003,"CLE",5,152,"LehaMi20",70,11,2.51428571428571,"Michael Lehan","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379",2001,"KC",7,212,"HartSh20",51,8,2.50980392156863,"Shaunard Harts","DB","Boise State",71.6,200,NA,4.51,12,34.5,119,NA,7.14,NA,NA
"2380",2003,"CIN",6,174,"MoorLa20",51,8,2.50980392156863,"Langston Moore","DL","South Carolina",73,303,NA,5.05,29,32,104,4.21,7.63,NA,NA
"2381",2011,"STL",3,78,"PettAu00",51,8,2.50980392156863,"Austin Pettis","WR","Boise State",74.625,209,NA,4.56,14,33.5,120,3.88,6.68,NA,NA
"2382",2000,"CIN",5,133,"BeanRo20",32,5,2.5,"Robert Bean","DB","Mississippi State",71,178,NA,4.5,NA,34.5,122,4.2,6.87,NA,NA
"2383",2005,"DET",3,72,"WilsSt20",32,5,2.5,"Stanley Wilson","DB","Stanford",71.75,185,NA,4.39,14,39.5,123,NA,NA,NA,NA
"2384",2006,"NYJ",2,49,"ClemKe00",64,10,2.5,"Kellen Clemens","QB","Oregon",73.625,224,35,4.89,NA,NA,NA,NA,NA,NA,NA
"2385",2010,"IND",7,238,"MathRi99",96,15,2.5,"Ricardo Mathews","DL","Cincinnati",74,290,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386",2011,"PHI",4,116,"MattCa00",64,10,2.5,"Casey Matthews","LB","Oregon",72.875,231,NA,4.78,13,NA,NA,NA,NA,NA,NA
"2387",2013,"OAK",7,233,"BassDa00",64,10,2.5,"David Bass","DL","Missouri Western",75.875,262,NA,4.84,20,30.5,111,4.33,7.07,NA,NA
"2388",2015,"CAR",5,174,"ArtiCa00",32,5,2.5,"Cameron Artis-Payne","RB","Auburn",69.75,212,NA,4.53,NA,36.5,118,NA,7.13,NA,NA
"2389",2016,"KC",4,126,"RobiDe01",64,10,2.5,"Demarcus Robinson","WR","Florida",73.375,203,NA,4.59,NA,34.5,123,4.19,6.77,NA,NA
"2390",2018,"SEA",5,149,"DickMi00",32,5,2.5,"Michael Dickson","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391",2018,"WAS",6,197,"DionSh00",32,5,2.5,"Shaun Dion Hamilton","LB","Alabama",72,228,NA,NA,20,NA,NA,NA,NA,NA,NA
"2392",2018,"JAX",7,247,"CookLo00",32,5,2.5,"Logan Cooke","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393",2001,"KC",7,243,"SandTe20",77,12,2.49350649350649,"Terdell Sands","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394",2000,"SEA",4,116,"BellMa21",45,7,2.48888888888889,"Marcus Bell","LB","Arizona",73.6,237,NA,4.8,21,31.5,111,4.33,7.17,NA,NA
"2395",2001,"KC",3,75,"DownEr20",45,7,2.48888888888889,"Eric Downing","DL","Syracuse",76,302,NA,5.23,27,NA,NA,NA,NA,NA,NA
"2396",2014,"PHI",7,224,"AlleBe00",90,14,2.48888888888889,"Beau Allen","DL","Wisconsin",74.5,333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397",2017,"TEN",3,100,"SmitJo01",45,7,2.48888888888889,"Jonnu Smith","TE","Florida International",74.75,248,NA,4.62,22,38,127,4.18,NA,NA,NA
"2398",2017,"CIN",6,193,"EvanJo01",45,7,2.48888888888889,"Jordan Evans","LB","Oklahoma",74.875,232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399",2005,"IND",4,135,"GiorMa20",116,18,2.48275862068966,"Matt Giordano","DB","California",70.75,199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400",2005,"GB",6,180,"MontMi20",58,9,2.48275862068966,"Mike Montgomery","DL","Texas A&M",76.875,276,NA,5.08,19,34.5,115,4.32,7.38,NA,NA
"2401",2008,"BAL",3,71,"GoodTa99",58,9,2.48275862068966,"Tavares Gooden","LB","Miami (FL)",73.25,234,NA,4.65,22,35,118,NA,NA,NA,NA
"2402",2014,"KC",3,87,"GainPh00",58,9,2.48275862068966,"Phillip Gaines","DB","Rice (TX)",72.375,193,NA,4.38,11,36.5,122,4.04,6.62,NA,NA
"2403",2011,"WAS",6,178,"RobiAl00",84,13,2.47619047619048,"Aldrick Robinson","WR","Southern Methodist (TX)",69.625,184,NA,4.35,17,40,126,4.09,6.65,NA,NA
"2404",2000,"JAX",1,29,"SowaR.00",13,2,2.46153846153846,"R. Jay Soward","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405",2000,"ARI",5,136,"TosiMa20",26,4,2.46153846153846,"Mao Tosi","DL","Idaho",77.1,310,NA,5.29,19,28.5,99,4.6,7.72,NA,NA
"2406",2003,"TEN",1,28,"WoolAn20",39,6,2.46153846153846,"Andre Woolfolk","DB","Oklahoma",73.4,197,NA,4.47,10,35.5,128,3.95,6.76,NA,NA
"2407",2003,"CIN",3,65,"WashKe00",91,14,2.46153846153846,"Kelley Washington","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408",2003,"SD",5,149,"ScifMi20",195,30,2.46153846153846,"Mike Scifres","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409",2005,"PHI",2,63,"McCoMa20",65,10,2.46153846153846,"Matt McCoy","LB","San Diego State",72.25,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410",2006,"STL",3,77,"AlstJo20",39,6,2.46153846153846,"Jon Alston","LB","Stanford",72.75,223,NA,4.53,30,40,132,4.13,6.9,NA,NA
"2411",2010,"SF",6,206,"WillKy01",39,6,2.46153846153846,"Kyle Williams","WR","Arizona State",70,188,NA,4.4,11,33,118,4.19,7,NA,NA
"2412",2011,"IND",3,87,"NeviDr00",26,4,2.46153846153846,"Drake Nevis","DL","Louisiana State",72.625,294,NA,5.06,31,30.5,112,4.65,7.71,NA,NA
"2413",2011,"DEN",6,189,"MohaMi00",26,4,2.46153846153846,"Mike Mohamed","LB","California",75,239,NA,4.79,21,32,115,4,6.7,NA,NA
"2414",2012,"ATL",5,164,"MassJo00",39,6,2.46153846153846,"Jonathan Massaquoi","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415",2012,"NYG",7,239,"KuhnMa00",39,6,2.46153846153846,"Markus Kuhn","DL","North Carolina State",76.75,299,NA,4.87,28,34.5,112,4.41,7.43,NA,NA
"2416",2013,"GB",5,167,"BoydJo00",26,4,2.46153846153846,"Josh Boyd","DL","Mississippi State",74.625,310,NA,5.14,32,26.5,104,4.64,7.16,NA,NA
"2417",2013,"IND",7,230,"WillKe05",39,6,2.46153846153846,"Kerwynn Williams","RB","Utah State",68.125,196,NA,4.48,17,35,118,4.15,7.15,NA,NA
"2418",2015,"NYJ",3,82,"MaulLo00",26,4,2.46153846153846,"Lorenzo Mauldin","LB","Louisville",75.625,259,NA,4.85,23,32,112,4.58,7.47,NA,NA
"2419",2015,"PIT",6,212,"ChicAn00",65,10,2.46153846153846,"Anthony Chickillo","DL","Miami (FL)",75.125,267,NA,4.79,27,34.5,114,4.25,7.17,NA,NA
"2420",2017,"CLE",7,224,"GonzZa00",39,6,2.46153846153846,"Zane Gonzalez","K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421",2018,"GB",3,88,"BurkOr00",26,4,2.46153846153846,"Oren Burks","LB","Vanderbilt",75.125,233,NA,4.59,18,39.5,131,4.15,6.82,NA,NA
"2422",2008,"OAK",6,169,"ScotTr99",85,13,2.44705882352941,"Trevor Scott","DL","Buffalo",77,256,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423",2015,"PIT",5,160,"JameJe00",72,11,2.44444444444444,"Jesse James","TE","Penn State",79,261,NA,4.83,26,37.5,121,4.5,7.53,NA,NA
"2424",2002,"CLE",7,227,"GonzJo21",46,7,2.43478260869565,"Joaquin Gonzalez","OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425",2008,"SF",1,29,"BalmKe99",46,7,2.43478260869565,"Kentwan Balmer","DL","North Carolina",76.5,308,NA,5.31,33,29,103,4.82,7.65,NA,NA
"2426",2009,"TB",7,217,"BiggE.99",92,14,2.43478260869565,"E.J. Biggers","DB","Western Michigan",71.125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427",2013,"SF",2,40,"CarrCo00",46,7,2.43478260869565,"Tank Carradine","DL","Virginia Tech",76.125,276,NA,NA,28,NA,NA,NA,NA,NA,NA
"2428",2006,"BAL",6,203,"KochSa20",224,34,2.42857142857143,"Sam Koch","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429",2000,"PIT",4,103,"FarmDa00",33,5,2.42424242424242,"Danny Farmer","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430",2006,"DAL",6,182,"StanMo20",33,5,2.42424242424242,"Montavious Stanley","DL","Louisville",74.13,313,NA,5.18,NA,29,106,4.6,8.06,NA,NA
"2431",2009,"STL",4,103,"ScotDo99",33,5,2.42424242424242,"Darell Scott","DL","West Virginia",75.25,312,NA,4.97,29,30.5,107,4.84,8.28,NA,NA
"2432",2009,"TB",7,233,"StroSa00",33,5,2.42424242424242,"Sammie Stroughter","WR","Oregon State",69.375,189,NA,4.54,13,30,110,4.28,7.03,NA,NA
"2433",2014,"ARI",5,160,"StinEd00",33,5,2.42424242424242,"Ed Stinson","DL","Alabama",75.25,287,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434",2003,"KC",6,189,"WilkJi20",119,18,2.42016806722689,"Jimmy Wilkerson","DL","Oklahoma",74.9,271,NA,4.86,29,34.5,114,4.38,7.44,NA,NA
"2435",2012,"IND",3,64,"AlleDw00",86,13,2.41860465116279,"Dwayne Allen","TE","Clemson",75.125,255,NA,4.85,27,32,110,4.37,7.12,NA,NA
