"","Draft Year","Team","Draft Round","Pick Number","PlayerID","Games","Avg Value","AV16","Name","Position","College","Height","Weight","Wonderlic","40 YD","Bench","Vert","Broad","Shuttle","3Cone","Pro Bowls","All Pros"
"165",2011,"PHI",6,191,"KelcJa00",126,79,10.031746031746,"Jason Kelce","OL","Cincinnati",74.625,280,NA,4.89,NA,30.5,110,4.14,7.22,3,4
"166",2015,"SD",1,15,"GordMe00",67,42,10.0298507462687,"Melvin Gordon","RB","Wisconsin",72.625,215,20,4.52,19,35,126,4.07,7.04,2,NA
"167",2001,"CIN",2,36,"JohnCh01",166,104,10.0240963855422,"Chad Johnson","WR","Oregon State",73,192,NA,4.58,NA,33,108,4.14,7.51,6,4
"168",2005,"ATL",1,27,"WhitRo00",171,107,10.0116959064327,"Roddy White","WR","Alabama-Birmingham",73.25,207,NA,NA,NA,NA,NA,NA,NA,4,1
"169",2012,"PIT",1,24,"DeCaDa00",112,70,10,"David DeCastro","OL","Stanford",76.875,316,NA,5.32,34,29.5,98,4.56,7.3,NA,NA
"170",2019,"HOU",1,23,"HowaTy00",8,5,10,"Tytus Howard","OL","Alabama State",77,322,NA,5.05,21,29.5,103,4.87,8.34,NA,NA
"171",2019,"TEN",2,51,"BrowAJ00",16,10,10,"A.J. Brown","WR","Mississippi",72.5,226,NA,4.49,19,36.5,120,NA,NA,NA,NA
"172",2014,"MIN",1,9,"BarrAn00",85,53,9.97647058823529,"Anthony Barr","LB","UCLA",76.875,255,NA,4.66,15,34.5,117,4.19,6.82,2,NA
"173",2009,"SEA",2,49,"UngeMa20",130,81,9.96923076923077,"Max Unger","OL","Oregon",76.625,309,NA,5.26,22,24.5,93,4.5,7.39,3,1
"174",2015,"MIN",2,45,"KendEr00",74,46,9.94594594594595,"Eric Kendricks","LB","UCLA",72.25,232,14,4.61,19,38,124,NA,NA,NA,NA
"175",2017,"CLE",1,1,"GarrMy00",37,23,9.94594594594595,"Myles Garrett","DL","Texas A&M",76.25,272,31,4.64,33,41,128,4.2,NA,1,1
"176",2014,"ATL",1,6,"MattJa00",95,59,9.93684210526316,"Jake Matthews","OL","Texas A&M",77.5,308,NA,5.07,24,30.5,104,4.47,7.34,NA,NA
"177",2004,"NE",1,21,"WilfVi20",189,117,9.90476190476191,"Vince Wilfork","DL","Miami (FL)",73.3,323,NA,5.21,36,NA,NA,NA,NA,4,4
"178",2016,"SF",1,7,"BuckDe00",63,39,9.90476190476191,"DeForest Buckner","DL","Oregon",79,291,9,5.05,NA,32,116,4.47,7.51,NA,NA
"179",2018,"LAC",1,17,"JameDe00",21,13,9.90476190476191,"Derwin James","DB","Florida State",73.75,215,NA,4.47,21,40,132,NA,NA,NA,NA
"180",2011,"TEN",3,77,"CaseJu00",139,86,9.89928057553957,"Jurrell Casey","DL","Southern California",72.625,300,NA,5.04,26,27.5,101,4.78,7.51,5,1
"181",2013,"HOU",1,27,"HopkDe00",110,68,9.89090909090909,"DeAndre Hopkins","WR","Clemson",73,214,NA,4.57,15,36,115,4.5,NA,4,4
"182",2008,"HOU",1,26,"BrowDu20",170,105,9.88235294117647,"Duane Brown","OL","Virginia Tech",76.125,315,NA,5.09,24,27.5,105,4.52,7.58,NA,NA
"183",2006,"NO",7,252,"ColsMa00",146,90,9.86301369863014,"Marques Colston","WR","Hofstra (NY)",76.625,224,NA,4.54,16,37,123,4.43,6.94,NA,NA
"184",2003,"MIN",1,9,"WillKe98",203,125,9.85221674876847,"Kevin Williams","DL","Oklahoma State",76.9,304,NA,4.84,23,30,112,5.01,7.66,NA,NA
"185",2005,"STL",7,250,"FitzRy00",156,96,9.84615384615385,"Ryan Fitzpatrick","QB","Harvard",74.375,232,48,4.87,NA,30.5,103,4.07,7.09,NA,NA
"186",2014,"JAX",1,3,"BortBl00",78,48,9.84615384615385,"Blake Bortles","QB","Central Florida",77,232,28,4.93,NA,32.5,114,4.21,7.08,NA,NA
"187",2017,"LAR",3,69,"KuppCo00",39,24,9.84615384615385,"Cooper Kupp","WR","Eastern Washington",73.75,204,37,4.62,NA,31,116,4.08,6.75,NA,NA
"188",2019,"TB",1,5,"WhitDe02",13,8,9.84615384615385,"Devin White","LB","Louisiana State",72.125,237,NA,4.42,22,39.5,118,4.17,7.07,NA,NA
"189",2019,"OAK",1,24,"JacoJo01",13,8,9.84615384615385,"Josh Jacobs","RB","Alabama",70,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2011,"BAL",6,180,"TaylTy00",70,43,9.82857142857143,"Tyrod Taylor","QB","Virginia Tech",72.75,217,NA,4.47,NA,37.5,126,4.09,6.78,1,NA
"191",2014,"HOU",1,1,"ClowJa00",75,46,9.81333333333333,"Jadeveon Clowney","DL","South Carolina",77.25,266,NA,4.53,21,37.5,123,4.43,7.27,2,NA
"192",2014,"TB",1,7,"EvanMi00",90,55,9.77777777777778,"Mike Evans","WR","Texas A&M",76.75,231,25,4.53,12,37,NA,4.26,7.08,3,2
"193",2014,"ATL",4,103,"FreeDe00",77,47,9.76623376623377,"Devonta Freeman","RB","Florida State",68.25,206,NA,4.58,NA,31.5,116,4.26,7.11,2,1
"194",2004,"SD",3,66,"HardNi55",136,83,9.76470588235294,"Nick Hardwick","OL","Purdue",75.5,295,NA,5.2,27,34,108,4.55,7.72,1,NA
"195",2007,"NYJ",2,47,"HarrDa99",164,100,9.75609756097561,"David Harris","LB","Michigan",74.25,243,NA,4.6,23,33,107,4.29,7.25,NA,1
"196",2000,"NYJ",1,13,"AbraJo00",192,117,9.75,"John Abraham","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",2014,"PIT",1,15,"ShazRy00",46,28,9.73913043478261,"Ryan Shazier","LB","Ohio State",73.125,237,NA,4.58,25,42,128,4.21,6.91,NA,NA
"198",2018,"BUF",1,7,"AlleJo02",28,17,9.71428571428571,"Josh Allen","QB","Wyoming",76.875,237,NA,4.75,NA,33.5,119,4.4,6.9,NA,NA
"199",2010,"KC",1,5,"BerrEr99",89,54,9.70786516853933,"Eric Berry","DB","Tennessee",71.625,211,NA,4.4,19,43,130,4.23,6.8,NA,NA
"200",2010,"NE",4,113,"HernAa00",38,23,9.68421052631579,"Aaron Hernandez","TE","Florida",74.375,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2011,"MIN",1,12,"PondCh00",38,23,9.68421052631579,"Christian Ponder","QB","Florida State",74,229,35,4.63,NA,34,116,4.09,6.85,NA,NA
"202",2008,"KC",3,73,"CharJa00",119,72,9.68067226890756,"Jamaal Charles","RB","Texas",71,200,NA,4.41,NA,30.5,122,4.22,6.8,4,3
"203",2007,"BUF",1,12,"LyncMa00",149,90,9.66442953020134,"Marshawn Lynch","RB","California",71.125,215,NA,4.48,20,35.5,125,4.55,7.05,5,2
"204",2012,"TB",2,58,"DaviLa00",121,73,9.65289256198347,"Lavonte David","LB","Nebraska",72.625,233,NA,4.57,19,36.5,119,4.22,7.28,NA,1
"205",2012,"BUF",1,10,"GilmSt00",113,68,9.6283185840708,"Stephon Gilmore","DB","South Carolina",72.5,190,NA,4.38,15,36,123,3.94,6.61,2,2
"206",2000,"WAS",1,2,"ArriLa00",85,51,9.6,"LaVar Arrington","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2003,"JAX",1,7,"LeftBy00",60,36,9.6,"Byron Leftwich","QB","Marshall (WV)",77.4,241,25,5.1,NA,NA,NA,NA,NA,NA,NA
"208",2004,"WAS",1,5,"TaylSe20",55,33,9.6,"Sean Taylor","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2006,"TEN",1,3,"YounVi00",60,36,9.6,"Vince Young","QB","Texas",76.6,229,15,4.48,NA,NA,NA,NA,NA,2,NA
"210",2011,"NE",1,17,"SoldNa00",130,78,9.6,"Nate Solder","OL","Colorado",80.25,319,NA,4.96,21,32,110,4.34,7.44,NA,NA
"211",2019,"SF",2,36,"SamuDe00",15,9,9.6,"Deebo Samuel","WR","South Carolina",71.25,214,NA,4.48,15,39,122,4.14,7.03,NA,NA
"212",2019,"DEN",2,42,"LockDr00",5,3,9.6,"Drew Lock","QB","Missouri",75.75,228,NA,4.69,NA,31,112,4.12,7.03,NA,NA
"213",2013,"PHI",1,4,"JohnLa01",92,55,9.56521739130435,"Lane Johnson","OL","Oklahoma",78,303,28,4.72,28,34,118,4.52,7.31,NA,NA
"214",2001,"CIN",1,4,"SmitJu20",221,132,9.55656108597285,"Justin Smith","DL","Missouri",76.1,267,NA,4.64,26,34,117,NA,NA,NA,3
"215",2008,"MIA",1,1,"LongJa20",104,62,9.53846153846154,"Jake Long","OL","Michigan",79,313,NA,5.26,37,27.5,102,4.73,7.44,NA,NA
"216",2014,"NE",2,62,"GaroJi00",42,25,9.52380952380952,"Jimmy Garoppolo","QB","Eastern Illinois",74.25,226,24,4.97,NA,30.5,110,4.26,7.04,NA,NA
"217",2017,"PIT",2,62,"SmitJu00",42,25,9.52380952380952,"JuJu Smith-Schuster","WR","Southern California",73.25,215,NA,4.54,15,32.5,120,5.01,NA,1,NA
"218",2016,"NE",3,78,"ThunJo00",64,38,9.5,"Joe Thuney","OL","North Carolina State",76.625,304,NA,4.95,28,28.5,110,4.54,7.47,NA,NA
"219",2005,"SD",2,61,"JackVi00",155,92,9.49677419354839,"Vincent Jackson","WR","Northern Colorado",76.75,241,NA,4.5,NA,39,NA,NA,NA,3,2
"220",2007,"CAR",2,59,"KaliRy20",155,92,9.49677419354839,"Ryan Kalil","OL","Southern California",74.75,299,NA,4.98,34,26,104,4.34,7.5,5,4
"221",2013,"STL",1,30,"OgleAl00",93,55,9.46236559139785,"Alec Ogletree","LB","Georgia",74.5,242,16,4.7,20,33.5,122,4.39,7.16,NA,NA
"222",2010,"DET",1,30,"BestJa00",22,13,9.45454545454546,"Jahvid Best","RB","California",70.125,199,24,4.34,18,32.5,113,4.17,6.75,NA,NA
"223",2013,"NYJ",1,13,"RichSh00",105,62,9.44761904761905,"Sheldon Richardson","DL","Missouri",74.5,294,9,5.02,30,32,116,NA,NA,1,1
"224",2010,"STL",1,1,"BradSa00",83,49,9.44578313253012,"Sam Bradford","QB","Oklahoma",76.25,236,36,4.79,NA,NA,NA,NA,NA,NA,NA
"225",2010,"TB",1,3,"McCoGe99",139,82,9.43884892086331,"Gerald McCoy","DL","Oklahoma",76.125,295,NA,5.04,23,30.5,114,4.48,7.32,6,4
"226",2005,"WAS",1,25,"CampJa00",90,53,9.42222222222222,"Jason Campbell","QB","Auburn",76.75,230,28,4.72,NA,NA,NA,NA,7.42,NA,NA
"227",2005,"NE",3,100,"KaczNi20",68,40,9.41176470588235,"Nick Kaczur","OL","Toledo",76.5,319,NA,5.3,NA,31.5,NA,NA,NA,NA,NA
"228",2006,"DEN",4,119,"MarsBr00",179,105,9.3854748603352,"Brandon Marshall","WR","Central Florida",76.5,229,NA,4.54,28,37,120,4.09,7.05,6,4
"229",2003,"ARI",2,54,"BoldAn00",202,118,9.34653465346535,"Anquan Boldin","WR","Florida State",72.6,216,NA,4.73,NA,33.5,114,4.25,7.35,3,1
"230",2008,"PHI",2,49,"JackDe00",156,91,9.33333333333333,"DeSean Jackson","WR","California",69.75,169,NA,4.4,NA,NA,120,NA,NA,2,NA
"231",2017,"JAX",1,4,"FourLe00",36,21,9.33333333333333,"Leonard Fournette","RB","Louisiana State",72.125,240,11,4.51,NA,28.5,NA,NA,NA,NA,NA
"232",2010,"GB",1,23,"BulaBr20",115,67,9.32173913043478,"Bryan Bulaga","OL","Iowa",77.375,314,NA,5.2,26,27.5,98,4.75,7.7,NA,NA
"233",2006,"HOU",1,1,"WillMa22",158,92,9.31645569620253,"Mario Williams","DL","North Carolina State",74.4,269,NA,4.75,25,34,111,4.54,7.49,4,4
"234",2007,"PIT",2,46,"WoodLa99",110,64,9.30909090909091,"LaMarr Woodley","DL","Michigan",73.5,266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2015,"ARI",3,86,"JohnDa08",62,36,9.29032258064516,"David Johnson","RB","Northern Iowa",72.625,224,NA,4.5,25,41.5,127,4.27,6.82,1,NA
"236",2011,"NO",1,28,"IngrMa01",121,70,9.25619834710744,"Mark Ingram","RB","Alabama",69.125,215,NA,4.62,21,31.5,113,4.62,7.13,3,NA
"237",2009,"HOU",1,15,"CushBr99",104,60,9.23076923076923,"Brian Cushing","LB","Southern California",74.875,243,23,4.64,30,35,120,4.22,6.84,1,NA
"238",2015,"MIN",3,88,"HuntDa01",78,45,9.23076923076923,"Danielle Hunter","DL","Louisiana State",77.125,252,NA,4.57,25,NA,NA,NA,NA,2,2
"239",2004,"STL",1,24,"JackSt00",160,92,9.2,"Steven Jackson","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2007,"SF",1,28,"StalJo20",181,104,9.19337016574586,"Joe Staley","OL","Central Michigan",77.875,306,NA,4.78,27,NA,NA,NA,NA,NA,NA
"241",2008,"NE",1,10,"MayoJe99",103,59,9.16504854368932,"Jerod Mayo","LB","Tennessee",73.25,242,NA,4.59,NA,32,114,4.29,7.31,2,1
"242",2018,"CHI",1,8,"SmitRo07",28,16,9.14285714285714,"Roquan Smith","LB","Georgia",72.875,236,NA,4.51,NA,NA,NA,NA,NA,NA,NA
"243",2018,"SF",1,9,"McGlMi00",28,16,9.14285714285714,"Mike McGlinchey","OL","Notre Dame",79.875,309,NA,NA,24,28.5,105,NA,NA,NA,NA
"244",2019,"BAL",1,25,"BrowMa04",14,8,9.14285714285714,"Marquise Brown","WR","Oklahoma",69.375,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2005,"SF",3,65,"GoreFr00",226,129,9.13274336283186,"Frank Gore","RB","Miami (FL)",69.375,217,NA,NA,NA,NA,NA,NA,NA,5,1
"246",2000,"BAL",6,186,"ThomAd00",135,77,9.12592592592593,"Adalius Thomas","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",2002,"DAL",1,8,"WillRo03",114,65,9.12280701754386,"Roy Williams","DB","Oklahoma",72.4,219,NA,4.53,13,30.5,111,NA,NA,3,NA
"249",2012,"MIN",1,29,"SmitHa00",114,65,9.12280701754386,"Harrison Smith","DB","Notre Dame",73.875,213,NA,4.54,19,34,122,4.12,6.63,1,NA
"250",2009,"CLE",1,21,"MackAl20",165,94,9.11515151515152,"Alex Mack","OL","California",75.875,311,NA,NA,NA,NA,NA,NA,NA,6,3
"251",2000,"SF",1,16,"PeteJu00",158,90,9.11392405063291,"Julian Peterson","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2005,"KC",1,15,"JohnDe25",188,107,9.1063829787234,"Derrick Johnson","LB","Texas",75.25,242,NA,4.54,NA,37.5,120,3.87,7.2,NA,1
"253",2000,"CHI",2,39,"BrowMi99",116,66,9.10344827586207,"Mike Brown","DB","Nebraska",69.9,204,NA,4.6,14,36,116,4.01,6.93,1,1
"254",2013,"KC",1,1,"FishEr00",102,58,9.09803921568627,"Eric Fisher","OL","Central Michigan",79.25,306,23,5.05,27,28.5,116,4.44,7.59,NA,NA
"255",2017,"CIN",2,48,"MixoJo00",44,25,9.09090909090909,"Joe Mixon","RB","Oklahoma",72.75,226,12,NA,NA,NA,NA,NA,NA,NA,NA
"256",2001,"IND",4,118,"DiemRy20",157,89,9.07006369426752,"Ryan Diem","OL","Northern Illinois",78.9,338,NA,5.14,NA,34,102,4.46,7.5,NA,NA
"257",2004,"SD",7,209,"OlivSh20",60,34,9.06666666666667,"Shane Olivea","OL","Ohio State",74.9,302,NA,5.25,NA,29,92,4.71,8.25,NA,NA
"258",2011,"GB",2,64,"CobbRa00",120,68,9.06666666666667,"Randall Cobb","WR","Kentucky",70.25,191,NA,4.46,16,33.5,115,4.34,7.08,1,1
"259",2010,"DEN",1,22,"ThomDe03",143,81,9.06293706293706,"Demaryius Thomas","WR","Georgia Tech",75.25,224,NA,NA,NA,NA,NA,NA,NA,4,2
"260",2015,"HOU",2,43,"McKiBe00",76,43,9.05263157894737,"Benardrick McKinney","LB","Mississippi State",76.125,246,14,4.66,16,40.5,121,4.27,7.21,1,NA
"261",2004,"ARI",3,64,"DockDa20",158,89,9.0126582278481,"Darnell Dockett","DL","Florida State",75.4,297,NA,5,26,31,105,NA,NA,2,1
"262",2008,"GB",2,36,"NelsJo00",151,85,9.00662251655629,"Jordy Nelson","WR","Kansas State",74.63,217,NA,4.55,NA,31,123,4.35,7.03,1,3
"263",2011,"SEA",4,99,"WrigK.00",128,72,9,"K.J. Wright","LB","Mississippi State",75.375,246,NA,4.75,20,32,120,4.46,7.26,1,NA
"264",2018,"CLE",2,35,"ChubNi00",32,18,9,"Nick Chubb","RB","Georgia",70.875,227,NA,4.52,29,38.5,128,4.25,7.09,1,1
"265",2019,"PIT",1,10,"BushDe01",16,9,9,"Devin Bush","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2019,"PHI",2,53,"SandMi01",16,9,9,"Miles Sanders","RB","Penn State",70.625,211,NA,4.49,20,36,124,4.19,6.89,NA,NA
"267",2000,"PIT",1,8,"BurrPl00",148,83,8.97297297297297,"Plaxico Burress","WR","Michigan State",77.4,231,NA,4.59,NA,33,115,NA,NA,NA,NA
"268",2006,"CLE",2,34,"JackDQ20",141,79,8.9645390070922,"D'Qwell Jackson","LB","Maryland",72.5,230,NA,4.77,19,37,116,4.36,7.05,1,NA
"269",2005,"SD",1,12,"MerrSh99",75,42,8.96,"Shawne Merriman","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2001,"CAR",1,11,"MorgDa99",59,33,8.94915254237288,"Dan Morgan","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2015,"OAK",1,4,"CoopAm00",77,43,8.93506493506493,"Amari Cooper","WR","Alabama",72.875,211,21,4.42,NA,33,120,3.98,6.71,4,NA
"272",2010,"SD",1,12,"MathRy00",86,48,8.93023255813953,"Ryan Mathews","RB","Frenso State (CA)",71.625,218,16,4.37,19,36,121,4.33,7,1,NA
"273",2000,"GB",2,44,"ClifCh20",165,92,8.92121212121212,"Chad Clifton","OL","Tennessee",77.3,334,NA,5.12,24,30.5,102,4.73,7.58,NA,NA
"274",2006,"BUF",5,134,"WillKy20",183,102,8.91803278688525,"Kyle Williams","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2009,"DEN",1,12,"MoreKn00",63,35,8.88888888888889,"Knowshon Moreno","RB","Georgia",70.625,217,NA,4.5,25,35.5,115,4.27,6.84,NA,NA
"276",2016,"JAX",3,69,"NgakYa00",63,35,8.88888888888889,"Yannick Ngakoue","DL","Maryland",74,252,NA,4.75,26,34.5,118,4.5,7.35,1,NA
"277",2017,"SF",5,146,"KittGe00",45,25,8.88888888888889,"George Kittle","TE","Iowa",75.75,247,NA,4.52,18,35,132,4.59,NA,2,2
"278",2011,"PIT",1,31,"HeywCa01",134,74,8.83582089552239,"Cameron Heyward","DL","Ohio State",76.625,294,NA,4.92,NA,30,NA,NA,NA,2,NA
"279",2012,"PHI",3,88,"FoleNi00",58,32,8.82758620689655,"Nick Foles","QB","Arizona",77,243,29,5.03,NA,30.5,112,NA,NA,1,NA
"280",2006,"NE",1,21,"MaroLa00",49,27,8.81632653061224,"Laurence Maroney","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2010,"DAL",2,55,"LeexSe99",109,60,8.80733944954128,"Sean Lee","LB","Penn State",74.125,236,NA,4.71,24,37.5,120,NA,NA,NA,NA
"282",2014,"DAL",2,34,"LawrDe00",80,44,8.8,"Demarcus Lawrence","DL","Boise State",74.875,251,NA,4.8,20,34.5,112,4.31,7.46,NA,NA
"283",2001,"PIT",1,19,"HampCa00",173,95,8.78612716763006,"Casey Hampton","DL","Texas",73.3,314,NA,5.25,34,NA,NA,NA,NA,1,NA
"284",2012,"CHI",2,45,"JeffAl00",102,56,8.7843137254902,"Alshon Jeffery","WR","South Carolina",74.875,216,NA,4.48,NA,NA,NA,NA,NA,1,NA
"285",2010,"SEA",1,6,"OkunRu20",124,68,8.7741935483871,"Russell Okung","OL","Oklahoma State",77.25,307,NA,5.18,38,NA,NA,NA,NA,NA,NA
"286",2018,"BAL",3,86,"AndrMa00",31,17,8.7741935483871,"Mark Andrews","TE","Oklahoma",77.125,256,NA,4.67,17,31,113,4.38,7.34,1,NA
"287",2006,"KC",1,20,"HaliTa20",177,97,8.7683615819209,"Tamba Hali","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2003,"NE",4,120,"SamuAs20",157,86,8.76433121019108,"Asante Samuel","DB","Central Florida",70.9,185,NA,4.52,9,35.5,120,4.09,6.94,2,3
"289",2001,"CIN",4,100,"JohnRu00",95,52,8.75789473684211,"Rudi Johnson","RB","Auburn",69.6,227,NA,4.57,24,37.5,119,4.22,7.32,1,NA
"290",2008,"TB",1,20,"TaliAq99",148,81,8.75675675675676,"Aqib Talib","DB","Kansas",72.75,202,NA,4.5,10,38,131,4.22,6.82,5,2
"291",2016,"ATL",2,52,"JoneDe01",53,29,8.75471698113208,"Deion Jones","LB","Louisiana State",72.875,222,NA,4.59,NA,33,120,NA,NA,NA,NA
"292",2000,"WAS",1,3,"SamuCh00",141,77,8.73758865248227,"Chris Samuels","OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2017,"BUF",5,163,"MilaMa00",44,24,8.72727272727273,"Matt Milano","LB","Boston College",72.25,223,NA,4.67,24,35,126,4.38,NA,NA,NA
"294",2000,"SEA",3,80,"JackDa00",123,67,8.71544715447154,"Darrell Jackson","WR","Florida",71.8,197,NA,4.58,NA,NA,NA,NA,NA,NA,NA
"295",2003,"NO",2,37,"StinJo20",90,49,8.71111111111111,"Jon Stinchcomb","OL","Georgia",77,302,NA,5.09,32,35,115,4.58,7.83,NA,NA
"296",2015,"TB",2,34,"SmitDo02",79,43,8.70886075949367,"Donovan Smith","OL","Penn State",77.625,338,NA,5.27,26,32,109,4.79,7.95,NA,NA
"297",2004,"NYJ",1,12,"VilmJo99",125,68,8.704,"Jonathan Vilma","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2007,"ATL",2,39,"BlalJu20",125,68,8.704,"Justin Blalock","OL","Texas",75.25,320,NA,5.1,40,28.5,101,4.72,7.75,NA,NA
"299",2001,"BUF",2,46,"SchoAa99",133,72,8.66165413533835,"Aaron Schobel","DL","Texas Christian",75.6,263,NA,4.75,NA,38,119,4.03,7.16,2,1
"300",2004,"GB",7,251,"WellSc20",146,79,8.65753424657534,"Scott Wells","OL","Tennessee",73.9,300,NA,5.26,31,31,109,4.35,7.56,1,NA
"301",2003,"CAR",1,8,"GrosJo20",167,90,8.62275449101796,"Jordan Gross","OL","Utah",76.5,300,NA,5.05,28,31.5,112,4.34,7.69,NA,NA
"302",2003,"MIN",4,105,"SmitOn00",26,14,8.61538461538461,"Onterrio Smith","RB","Oregon",69.9,220,NA,4.48,19,NA,NA,NA,NA,NA,NA
"303",2006,"GB",2,52,"JennGr00",143,77,8.61538461538461,"Greg Jennings","WR","Western Michigan",71.125,197,NA,4.47,NA,36.5,117,4.16,6.68,2,NA
"304",2009,"STL",2,35,"LaurJa99",117,63,8.61538461538461,"James Laurinaitis","LB","Ohio State",73.875,244,NA,4.76,22,33,115,4.24,6.93,NA,NA
"305",2017,"SF",3,104,"BeatC.00",13,7,8.61538461538461,"C.J. Beathard","QB","Iowa",74.125,219,26,NA,NA,31,113,NA,NA,NA,NA
"306",2012,"SD",1,18,"IngrMe00",106,57,8.60377358490566,"Melvin Ingram","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2000,"GB",7,224,"TausMa20",134,72,8.59701492537313,"Mark Tauscher","OL","Wisconsin",75.4,318,NA,5.43,22,27,90,4.84,7.91,NA,NA
"308",2006,"NO",1,2,"BushRe00",134,72,8.59701492537313,"Reggie Bush","RB","Southern California",70.875,201,NA,NA,NA,NA,NA,NA,NA,NA,1
"309",2007,"SD",2,37,"WeddEr99",201,108,8.59701492537313,"Eric Weddle","DB","Utah",71.25,203,NA,4.5,11,33.5,113,4.12,6.78,NA,NA
"310",2015,"TB",4,124,"AlexKw00",54,29,8.59259259259259,"Kwon Alexander","LB","Louisiana State",72.75,227,NA,4.55,24,36,121,4.2,7.14,NA,NA
"311",2016,"CHI",1,9,"FloyLe00",54,29,8.59259259259259,"Leonard Floyd","LB","Georgia",77.625,244,NA,4.6,NA,39.5,127,NA,NA,NA,NA
"312",2002,"GB",5,156,"KampAa99",123,66,8.58536585365854,"Aaron Kampman","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",2012,"MIN",1,4,"KaliMa00",82,44,8.58536585365854,"Matt Kalil","OL","Southern California",78.625,306,NA,4.96,30,27,NA,4.65,7.33,NA,NA
"314",2011,"WAS",1,16,"KerrRy00",140,75,8.57142857142857,"Ryan Kerrigan","DL","Purdue",75.875,267,NA,4.79,31,33.5,122,4.39,7.18,NA,NA
"315",2014,"GB",2,53,"AdamDa01",86,46,8.55813953488372,"Davante Adams","WR","Frenso State (CA)",72.875,212,NA,4.56,14,39.5,123,4.3,6.82,3,NA
"316",2011,"TEN",1,8,"LockJa00",30,16,8.53333333333333,"Jake Locker","QB","Washington",74.5,231,20,4.51,NA,35,115,4.12,6.77,NA,NA
"317",2004,"ARI",2,33,"DansKa20",212,113,8.52830188679245,"Karlos Dansby","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2004,"ARI",1,3,"FitzLa00",250,133,8.512,"Larry Fitzgerald","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2010,"NYG",2,46,"JoseLi99",141,75,8.51063829787234,"Linval Joseph","DL","East Carolina (NC)",76.5,328,NA,5.09,39,30,100,4.71,8.12,2,NA
"320",2003,"JAX",3,72,"ManuVi20",111,59,8.5045045045045,"Vince Manuwai","OL","Hawaii",74,304,NA,5.19,27,29.5,107,4.37,7.57,NA,NA
"321",2009,"WAS",1,13,"OrakBr99",132,70,8.48484848484848,"Brian Orakpo","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2009,"GB",4,109,"LangT.20",138,73,8.46376811594203,"T.J. Lang","OL","Eastern Michigan",76,316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",2011,"BUF",1,3,"DareMa00",121,64,8.46280991735537,"Marcell Dareus","DL","Alabama",75.125,319,NA,4.93,24,27,NA,4.62,7.83,2,1
"324",2011,"STL",1,14,"QuinRo00",125,66,8.448,"Robert Quinn","DL","North Carolina",76,265,NA,4.62,22,34,116,4.4,7.13,2,2
"325",2001,"JAX",1,13,"StroMa01",146,77,8.43835616438356,"Marcus Stroud","DL","Georgia",78.1,321,NA,5.13,21,30,110,4.72,8.07,NA,NA
"326",2004,"IND",5,141,"ScotJa21",131,69,8.42748091603053,"Jake Scott","OL","Idaho",76.9,281,NA,5.04,24,34.5,110,4.68,7.96,NA,NA
"327",2009,"NE",7,232,"EdelJu00",131,69,8.42748091603053,"Julian Edelman","WR","Kent State (OH)",70.375,195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",2000,"PHI",1,6,"SimoCo00",95,50,8.42105263157895,"Corey Simon","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",2014,"BUF",1,4,"WatkSa00",76,40,8.42105263157895,"Sammy Watkins","WR","Clemson",72.75,211,NA,4.43,16,34,125,4.34,6.95,NA,NA
