"","Name","Position","College","Draft.Year","Team","Draft.Round","Pick.Number","PlayerID","Games","Avg.Value","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","Pro.Bowls","All.Pros"
"1","J.J. Watt","DL","Wisconsin",2011,"HOU",1,11,"WattJ.00",112,112,16,77.375,290,NA,4.91,34,37,120,4.21,6.88,5,6
"2","Aaron Donald","DL","Pittsburgh",2014,"STL",1,13,"DonaAa00",94,90,15.3191489361702,72.75,285,NA,4.68,35,32,115,4.39,7.11,6,6
"3","Haloti Ngata","DL","Oregon",2006,"BAL",1,12,"NgatHa20",180,129,11.4666666666667,76.125,338,NA,5.18,37,31.5,110,4.65,7.95,5,5
"4","Fletcher Cox","DL","Mississippi State",2012,"PHI",1,12,"CoxxFl00",125,88,11.264,76,298,NA,4.77,30,26,103,4.53,7.07,5,3
"5","Kris Jenkins","DL","Maryland",2001,"CAR",2,44,"JenkKr00",108,75,11.1111111111111,76.9,318,NA,5.18,33,31,108,4.4,7.85,NA,2
"6","Richard Seymour","DL",NA,2001,"NE",1,6,"SeymRi00",164,113,11.0243902439024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Julius Peppers","DL",NA,2002,"CAR",1,2,"PeppJu99",266,183,11.0075187969925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Nick Bosa","DL","Ohio State",2019,"SF",1,2,"BosaNi00",16,11,11,75.75,266,NA,4.79,29,33.5,116,4.14,7.1,1,NA
"9","Geno Atkins","DL","Georgia",2010,"CIN",4,120,"AtkiGe99",153,104,10.8758169934641,73.375,293,NA,4.75,34,33,117,4.43,7.33,6,5
"10","Calais Campbell","DL","Miami (FL)",2008,"ARI",2,50,"CampCa99",186,125,10.752688172043,79.75,290,NA,5.11,16,29.5,111,4.69,7.45,4,4
"11","Ndamukong Suh","DL","Nebraska",2010,"DET",1,2,"SuhxNd99",158,106,10.7341772151899,75.875,307,NA,5.03,32,35.5,105,4.44,7.21,5,7
"12","Jared Allen","DL","Idaho State",2004,"KC",4,126,"AlleJa22",187,125,10.6951871657754,78,265,NA,4.76,13,33,120,4.34,7.11,5,4
"13","Joey Bosa","DL","Ohio State",2016,"SD",1,3,"BosaJo00",51,34,10.6666666666667,77.25,269,NA,4.86,24,32,120,4.21,6.89,2,1
"14","Muhammad Wilkerson","DL","Temple",2011,"NYJ",1,30,"WilkMu00",108,72,10.6666666666667,76.125,315,NA,4.96,27,26,106,4.59,7.31,1,3
"15","Chandler Jones","DL","Syracuse",2012,"NE",1,21,"JoneCh03",119,77,10.3529411764706,77.375,266,NA,4.77,22,35,120,4.38,7.07,1,1
"16","Cameron Jordan","DL","California",2011,"NO",1,24,"JordCa00",144,92,10.2222222222222,76.125,287,NA,4.74,25,31,117,4.37,7.07,5,4
"17","Myles Garrett","DL","Texas A&M",2017,"CLE",1,1,"GarrMy00",37,23,9.94594594594595,76.25,272,31,4.64,33,41,128,4.2,NA,1,1
"18","DeForest Buckner","DL","Oregon",2016,"SF",1,7,"BuckDe00",63,39,9.90476190476191,79,291,9,5.05,NA,32,116,4.47,7.51,NA,NA
"19","Vince Wilfork","DL","Miami (FL)",2004,"NE",1,21,"WilfVi20",189,117,9.90476190476191,73.3,323,NA,5.21,36,NA,NA,NA,NA,4,4
"20","Jurrell Casey","DL","Southern California",2011,"TEN",3,77,"CaseJu00",139,86,9.89928057553957,72.625,300,NA,5.04,26,27.5,101,4.78,7.51,5,1
"21","Kevin Williams","DL","Oklahoma State",2003,"MIN",1,9,"WillKe98",203,125,9.85221674876847,76.9,304,NA,4.84,23,30,112,5.01,7.66,NA,NA
"22","Jadeveon Clowney","DL","South Carolina",2014,"HOU",1,1,"ClowJa00",75,46,9.81333333333333,77.25,266,NA,4.53,21,37.5,123,4.43,7.27,2,NA
"23","John Abraham","DL",NA,2000,"NYJ",1,13,"AbraJo00",192,117,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Justin Smith","DL","Missouri",2001,"CIN",1,4,"SmitJu20",221,132,9.55656108597285,76.1,267,NA,4.64,26,34,117,NA,NA,NA,3
"25","Sheldon Richardson","DL","Missouri",2013,"NYJ",1,13,"RichSh00",105,62,9.44761904761905,74.5,294,9,5.02,30,32,116,NA,NA,1,1
"26","Gerald McCoy","DL","Oklahoma",2010,"TB",1,3,"McCoGe99",139,82,9.43884892086331,76.125,295,NA,5.04,23,30.5,114,4.48,7.32,6,4
"27","Mario Williams","DL","North Carolina State",2006,"HOU",1,1,"WillMa22",158,92,9.31645569620253,74.4,269,NA,4.75,25,34,111,4.54,7.49,4,4
"28","LaMarr Woodley","DL","Michigan",2007,"PIT",2,46,"WoodLa99",110,64,9.30909090909091,73.5,266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Danielle Hunter","DL","Louisiana State",2015,"MIN",3,88,"HuntDa01",78,45,9.23076923076923,77.125,252,NA,4.57,25,NA,NA,NA,NA,2,2
"30","Darnell Dockett","DL","Florida State",2004,"ARI",3,64,"DockDa20",158,89,9.0126582278481,75.4,297,NA,5,26,31,105,NA,NA,2,1
"31","Kyle Williams","DL",NA,2006,"BUF",5,134,"WillKy20",183,102,8.91803278688525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Yannick Ngakoue","DL","Maryland",2016,"JAX",3,69,"NgakYa00",63,35,8.88888888888889,74,252,NA,4.75,26,34.5,118,4.5,7.35,1,NA
"33","Cameron Heyward","DL","Ohio State",2011,"PIT",1,31,"HeywCa01",134,74,8.83582089552239,76.625,294,NA,4.92,NA,30,NA,NA,NA,2,NA
"34","Demarcus Lawrence","DL","Boise State",2014,"DAL",2,34,"LawrDe00",80,44,8.8,74.875,251,NA,4.8,20,34.5,112,4.31,7.46,NA,NA
"35","Casey Hampton","DL","Texas",2001,"PIT",1,19,"HampCa00",173,95,8.78612716763006,73.3,314,NA,5.25,34,NA,NA,NA,NA,1,NA
"36","Tamba Hali","DL",NA,2006,"KC",1,20,"HaliTa20",177,97,8.7683615819209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Aaron Schobel","DL","Texas Christian",2001,"BUF",2,46,"SchoAa99",133,72,8.66165413533835,75.6,263,NA,4.75,NA,38,119,4.03,7.16,2,1
"38","Melvin Ingram","DL",NA,2012,"SD",1,18,"IngrMe00",106,57,8.60377358490566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Aaron Kampman","DL",NA,2002,"GB",5,156,"KampAa99",123,66,8.58536585365854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Ryan Kerrigan","DL","Purdue",2011,"WAS",1,16,"KerrRy00",140,75,8.57142857142857,75.875,267,NA,4.79,31,33.5,122,4.39,7.18,NA,NA
"41","Linval Joseph","DL","East Carolina (NC)",2010,"NYG",2,46,"JoseLi99",141,75,8.51063829787234,76.5,328,NA,5.09,39,30,100,4.71,8.12,2,NA
"42","Marcell Dareus","DL","Alabama",2011,"BUF",1,3,"DareMa00",121,64,8.46280991735537,75.125,319,NA,4.93,24,27,NA,4.62,7.83,2,1
"43","Robert Quinn","DL","North Carolina",2011,"STL",1,14,"QuinRo00",125,66,8.448,76,265,NA,4.62,22,34,116,4.4,7.13,2,2
"44","Marcus Stroud","DL","Georgia",2001,"JAX",1,13,"StroMa01",146,77,8.43835616438356,78.1,321,NA,5.13,21,30,110,4.72,8.07,NA,NA
"45","Corey Simon","DL",NA,2000,"PHI",1,6,"SimoCo00",95,50,8.42105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Jason Pierre-Paul","DL","South Florida",2010,"NYG",1,15,"PierJa99",137,72,8.40875912408759,76.75,270,NA,4.71,19,30.5,115,4.67,7.18,2,1
"47","Jay Ratliff","DL","Auburn",2005,"DAL",7,224,"RatlJa20",122,64,8.39344262295082,75.75,292,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Trey Flowers","DL","Arkansas",2015,"NE",4,101,"FlowTr00",61,32,8.39344262295082,74.125,266,NA,4.93,28,36.5,121,4.4,7.34,NA,1
"49","Tommie Harris","DL","Oklahoma",2004,"CHI",1,14,"HarrTo99",117,61,8.34188034188034,74.5,295,NA,4.68,29,NA,NA,NA,NA,NA,NA
"50","John Henderson","DL","Tennessee",2002,"JAX",1,9,"HendJo99",146,76,8.32876712328767,78.9,306,NA,4.87,24,27.5,106,4.66,7.71,NA,1
"51","Leonard Williams","DL","Southern California",2015,"NYJ",1,6,"WillLe02",79,41,8.30379746835443,76.625,302,22,4.97,NA,29.5,106,4.53,7.59,NA,NA
"52","Shaun Ellis","DL",NA,2000,"NYJ",1,12,"ElliSh00",184,95,8.26086956521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Brandon Williams","DL","Missouri Southern",2013,"BAL",3,94,"WillBr02",97,50,8.24742268041237,73.25,335,NA,5.37,38,29.5,102,4.91,8.09,1,NA
"54","Dontari Poe","DL","Memphis",2012,"KC",1,11,"PoexDo00",121,62,8.19834710743802,75.5,346,NA,4.89,44,29.5,105,4.56,7.9,1,1
"55","Sione Pouha","DL","Utah",2005,"NYJ",3,88,"PouhSi20",106,54,8.15094339622642,75.375,325,NA,5.02,32,32.5,107,4.49,7.84,NA,NA
"56","Derek Wolfe","DL","Cincinnati",2012,"DEN",2,36,"WolfDe00",108,55,8.14814814814815,77.125,295,NA,4.93,33,33.5,108,4.44,7.26,NA,NA
"57","Courtney Brown","DL",NA,2000,"CLE",1,1,"BrowCo22",61,31,8.13114754098361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Albert Haynesworth","DL",NA,2002,"TEN",1,15,"HaynAl20",123,62,8.0650406504065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Justin Tuck","DL","Notre Dame",2005,"NYG",3,74,"TuckJu20",147,74,8.05442176870748,77,268,NA,NA,NA,NA,NA,NA,NA,2,2
"60","Bradley Chubb","DL","North Carolina State",2018,"DEN",1,5,"ChubBr00",20,10,8,76.375,269,NA,4.65,24,36,121,4.41,7.37,NA,NA
"61","Kenny Clark","DL","UCLA",2016,"GB",1,27,"ClarKe01",60,30,8,74.625,314,NA,5.06,29,28.5,102,4.62,NA,1,NA
"62","Alex Brown","DL",NA,2002,"CHI",4,104,"BrowAl20",143,71,7.94405594405594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Trent Cole","DL",NA,2005,"PHI",5,146,"ColeTr20",176,87,7.90909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Cornelius Griffin","DL","Alabama",2000,"NYG",2,42,"GrifCo20",146,72,7.89041095890411,75.1,297,NA,4.91,30,31,111,4.62,7.63,NA,NA
"65","Chris Jones","DL","Mississippi State",2016,"KC",2,37,"JoneCh09",61,30,7.86885245901639,77.75,310,NA,5.03,26,24.5,106,4.62,7.44,1,1
"66","Aldon Smith","DL","Missouri",2011,"SF",1,7,"SmitAl04",59,29,7.86440677966102,76.25,263,NA,4.74,20,34,118,4.5,7.19,NA,NA
"67","Malcom Brown","DL","Texas",2015,"NE",1,32,"BrowMa01",76,37,7.78947368421053,74.375,319,19,5.05,26,29.5,98,4.59,7.84,NA,NA
"68","Calvin Pace","DL","Wake Forest",2003,"ARI",1,18,"PaceCa20",187,91,7.78609625668449,76,269,NA,4.8,NA,33,115,NA,NA,NA,NA
"69","Carlos Dunlap","DL","Florida",2010,"CIN",2,54,"DunlCa99",148,72,7.78378378378378,77.75,278,NA,4.68,21,31.5,111,4.61,7.21,2,NA
"70","Brandon Mebane","DL","California",2007,"SEA",3,85,"MebaBr99",182,88,7.73626373626374,73.125,309,NA,5.18,24,24,106,4.65,7.94,NA,NA
"71","Everson Griffen","DL","Southern California",2010,"MIN",4,100,"GrifEv99",147,71,7.72789115646258,75.375,273,NA,4.65,32,NA,NA,NA,NA,4,1
"72","Elvis Dumervil","DL","Louisville",2006,"DEN",4,126,"DumeEl20",162,78,7.7037037037037,71.38,257,NA,4.78,30,NA,NA,NA,NA,2,NA
"73","J.R. Sweezy","DL","North Carolina State",2012,"SEA",7,225,"SweeJ.00",104,50,7.69230769230769,76.75,298,NA,4.97,21,36,113,4.41,7.4,NA,NA
"74","Eddie Goldman","DL","Florida State",2015,"CHI",2,39,"GoldEd00",67,32,7.64179104477612,75.875,336,NA,5.28,NA,NA,NA,NA,NA,NA,NA
"75","Phil Taylor","DL","Baylor",2011,"CLE",1,21,"TaylPh00",44,21,7.63636363636364,75.25,334,NA,5.09,31,29.5,100,4.77,7.75,NA,NA
"76","Kyle Vanden Bosch","DL","Nebraska",2001,"ARI",2,34,"VandKy99",152,72,7.57894736842105,76.1,270,NA,4.66,26,36.5,119,4.08,6.82,3,NA
"77","Ezekiel Ansah","DL",NA,2013,"DET",1,5,"AnsaEz00",91,43,7.56043956043956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Dwight Freeney","DL","Syracuse",2002,"IND",1,11,"FreeDw00",218,103,7.55963302752294,72.9,266,NA,4.48,28,NA,NA,NA,NA,7,4
"79","Jonathan Allen","DL","Alabama",2017,"WAS",1,17,"AlleJo01",36,17,7.55555555555556,74.625,286,27,5,21,30,108,4.44,7.49,NA,NA
"80","Star Lotulelei","DL","Utah",2013,"CAR",1,14,"LotuSt00",108,51,7.55555555555556,74.5,320,NA,5.14,NA,NA,NA,NA,NA,NA,NA
"81","Ty Warren","DL","Texas A&M",2003,"NE",1,13,"WarrTy20",107,50,7.47663551401869,76.6,307,NA,5.1,27,NA,NA,NA,NA,NA,NA
"82","Clelin Ferrell","DL","Clemson",2019,"OAK",1,4,"FerrCl00",15,7,7.46666666666667,76.375,264,NA,NA,25,NA,114,4.4,7.26,NA,NA
"83","Michael Brockers","DL","Louisiana State",2012,"STL",1,14,"BrocMi00",123,57,7.41463414634146,77,322,NA,5.31,NA,26.5,105,4.81,7.46,NA,NA
"84","Brett Keisel","DL","Brigham Young",2002,"PIT",7,242,"KeisBr20",156,72,7.38461538461539,77,279,NA,4.93,26,33.5,106,4.51,7.28,1,NA
"85","Dusty Dvoracek","DL","Oklahoma",2006,"CHI",3,73,"DvorDu99",13,6,7.38461538461539,74.75,306,NA,5.07,31,34,110,4.35,7.62,NA,NA
"86","Derrick Burgess","DL","Mississippi",2001,"PHI",3,63,"BurgDe99",102,47,7.37254901960784,74.4,264,NA,4.9,24,40,125,NA,7.85,2,1
"87","Kawann Short","DL","Purdue",2013,"CAR",2,44,"ShorKa00",96,44,7.33333333333333,74.875,299,NA,NA,NA,NA,NA,NA,NA,2,2
"88","Rob Ninkovich","DL","Purdue",2006,"NO",5,135,"NinkRo20",131,60,7.32824427480916,75.125,260,NA,4.93,23,34.5,116,4.18,6.96,NA,NA
"89","Akiem Hicks","DL","Regina (Canada)",2012,"NO",3,89,"HickAk00",114,52,7.29824561403509,76.625,318,NA,5.21,26,31.5,108,4.86,7.75,1,1
"90","Osi Umenyiora","DL",NA,2003,"NYG",2,56,"UmenOs99",161,73,7.25465838509317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Greg Hardy","DL","Mississippi",2010,"CAR",6,175,"HardGr99",75,34,7.25333333333333,76,281,NA,4.82,21,35,117,4.65,7.25,1,1
"92","Will Smith","DL",NA,2004,"NO",1,18,"SmitWi99",139,63,7.25179856115108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Robert Mathis","DL",NA,2003,"IND",5,138,"MathRo20",192,87,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Whitney Mercilus","DL","Illinois",2012,"HOU",1,26,"MercWh00",115,52,7.23478260869565,75.625,261,NA,4.68,27,32,118,4.53,7.17,NA,NA
"95","Charles Grant","DL","Georgia",2002,"NO",1,25,"GranCh21",118,53,7.1864406779661,75,282,NA,4.69,24,31,113,4.39,7.69,NA,NA
"96","Anthony Weaver","DL","Notre Dame",2002,"BAL",2,52,"WeavAn20",103,46,7.14563106796117,75.5,296,NA,4.96,24,32.5,108,4.31,7.37,NA,NA
"97","Jeffery Simmons","DL","Mississippi State",2019,"TEN",1,19,"SimmJe01",9,4,7.11111111111111,74.75,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Chris Gocong","DL","Cal Poly",2006,"PHI",3,71,"GocoCh99",79,35,7.08860759493671,74.125,263,NA,4.7,28,38.5,123,4.08,7.06,NA,NA
"99","Maliek Collins","DL","Nebraska",2016,"DAL",3,67,"CollMa00",61,27,7.08196721311475,73.875,311,NA,5.03,25,29.5,109,4.52,7.53,NA,NA
"100","Chris Hovan","DL","Boston College",2000,"MIN",1,25,"HovaCh20",156,69,7.07692307692308,74.4,305,NA,5,35,30,101,4.16,6.85,NA,1
"101","Domata Peko","DL","Michigan State",2006,"CIN",4,123,"PekoDo20",208,92,7.07692307692308,74.75,307,NA,5.28,25,28.5,103,4.49,7.69,NA,NA
"102","Shaun Rogers","DL",NA,2001,"DET",2,61,"RogeSh99",163,72,7.06748466257669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Jabaal Sheard","DL","Pittsburgh",2011,"CLE",2,37,"SheaJa00",134,59,7.04477611940298,74.875,264,NA,4.68,NA,31,115,NA,NA,NA,NA
"104","Luis Castillo","DL","Northwestern",2005,"SD",1,28,"CastLu20",82,36,7.02439024390244,75.375,303,NA,4.82,32,34.5,110,NA,NA,NA,NA
"105","Johnathan Hankins","DL","Ohio State",2013,"NYG",2,49,"HankJo00",98,43,7.02040816326531,74.875,320,NA,5.31,NA,26,104,4.61,7.59,NA,NA
"106","Dalvin Tomlinson","DL","Alabama",2017,"NYG",2,55,"TomlDa00",48,21,7,75,310,25,5.19,NA,27,110,4.39,7.68,NA,NA
"107","Dexter Lawrence","DL","Clemson",2019,"NYG",1,17,"LawrDe03",16,7,7,76.5,342,NA,5.05,36,NA,NA,NA,NA,NA,NA
"108","Preston Smith","DL","Mississippi State",2015,"WAS",2,38,"SmitPr00",80,35,7,76.875,271,NA,4.74,24,34,121,4.28,7.07,NA,NA
"109","Matt Judon","DL","Grand Valley State (MI)",2016,"BAL",5,146,"JudoMa00",62,27,6.96774193548387,75,275,NA,4.73,30,35,109,4.52,7.67,NA,NA
"110","Stephon Tuitt","DL","Notre Dame",2014,"PIT",2,46,"TuitSt00",76,33,6.94736842105263,77.5,304,NA,4.92,31,NA,NA,NA,NA,NA,NA
"111","DaQuan Jones","DL","Penn State",2014,"TEN",4,112,"JoneDa04",83,36,6.93975903614458,75.75,322,NA,5.35,25,27.5,100,4.78,7.73,NA,NA
"112","Ray Edwards","DL","Purdue",2006,"MIN",4,127,"EdwaRa21",97,42,6.92783505154639,76.75,273,NA,4.82,30,39,114,4.57,7.71,NA,NA
"113","Javon Hargrave","DL","South Carolina State",2016,"PIT",3,89,"HargJa00",63,27,6.85714285714286,73.375,309,NA,4.93,29,34.5,109,4.7,7.9,NA,NA
"114","Sedrick Ellis","DL","Southern California",2008,"NO",1,7,"ElliSe99",70,30,6.85714285714286,72.5,309,NA,5.31,34,26.5,105,4.73,7.78,NA,NA
"115","Frank Clark","DL","Michigan",2015,"SEA",2,63,"ClarFr01",76,32,6.73684210526316,74.875,271,NA,4.79,19,38.5,118,4.05,7.08,1,NA
"116","Emmanuel Ogbah","DL","Oklahoma State",2016,"CLE",2,32,"OgbaEm00",50,21,6.72,76.25,273,NA,4.63,20,35.5,121,4.5,7.26,NA,NA
"117","Randy Starks","DL","Maryland",2004,"TEN",3,71,"StarRa20",186,78,6.70967741935484,75.4,314,NA,5.03,27,29.5,102,NA,NA,1,NA
"118","Red Bryant","DL","Texas A&M",2008,"SEA",4,121,"BryaRe99",86,36,6.69767441860465,76.13,318,NA,5.06,20,28,111,4.64,7.75,NA,NA
"119","Connor Barwin","DL",NA,2009,"HOU",2,46,"BarwCo99",142,59,6.64788732394366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Corey Liuget","DL","Illinois",2011,"SD",1,18,"LiugCo00",118,49,6.64406779661017,74.125,298,NA,4.97,27,27.5,102,4.68,7.48,NA,NA
"121","Glenn Dorsey","DL","Louisiana State",2008,"KC",1,5,"DorsGl99",104,43,6.61538461538461,73.5,297,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Danny Shelton","DL","Washington",2015,"CLE",1,12,"ShelDa01",75,31,6.61333333333333,74.125,339,23,5.64,34,30.5,95,4.65,7.99,NA,NA
"123","Andre Carter","DL","California",2001,"SF",1,7,"CartAn20",184,76,6.60869565217391,76.4,249,NA,4.84,20,38.5,132,4.24,NA,1,NA
"124","Dewayne Robertson","DL",NA,2003,"NYJ",1,4,"RobeDe20",92,38,6.60869565217391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Michael Johnson","DL","Georgia Tech",2009,"CIN",3,70,"JohnMi98",155,64,6.60645161290323,78.875,266,NA,4.69,28,38.5,128,4.37,7.42,NA,NA
"126","Ahtyba Rubin","DL","Iowa State",2008,"CLE",6,190,"RubiAh99",143,59,6.6013986013986,74.75,315,NA,5.26,35,28,106,5,8.05,NA,NA
